example_id,definition_id,example_sn,example_cn
73535,73514,1,这件漆雕作品非常精美。｜他擅长制作漆雕工艺品。
73536,73515,1,遭受厄难
73537,73516,1,贵宝号生意兴隆。｜欢迎光临我们宝号。
73538,73517,1,请问宝号怎么称呼？｜久仰宝号大名。
73539,73518,1,含怨离职
73540,73519,1,役畜在农田里劳作。｜这些役畜很温顺。
73541,73520,1,他能说会道，善于巧辩｜挖空心思为自己的罪行巧辩。
73542,73521,1,家鸽在天空中飞翔。｜他养了几只家鸽。
73543,73522,1,窗扉被风吹开了。｜她轻轻关上窗扉。
73544,73523,1,剿灭寇仇
73545,73524,1,明天就是打春了。｜打春时节要祭祖。
73546,73525,1,牝牡搭配很重要。｜分辨牝牡并不难。
73547,73526,1,她成了他的填房。｜填房地位不如原配。
73548,73527,1,她填房给了鳏夫。｜女子填房很常见。
73549,73528,1,她在镜子前修眉。｜修眉让她更精神。
73550,73529,1,凤眼修眉
73551,73530,1,经理回驳了他的辩解｜有力地回驳
73552,73531,1,孩子在床上踢腾。｜别在床上踢腾了。
73553,73532,1,他极力为自己辩诬。｜辩诬需要证据。
73554,73533,1,她用钩针编织围巾。｜钩针编织很有趣。
73555,73534,1,商店里电料齐全。｜他买了些电料。
73556,73535,1,他得了白痢。｜白痢需要及时治疗。
73557,73536,1,她喜欢豆青色。｜豆青色很清新。
73558,73537,1,道路阻绝，音讯不通。
73559,73538,1,这件衣服是藕色。｜藕色显得很温柔。
73560,73539,1,敬请斧正
73561,73540,1,这是场喜丧。｜喜丧办得很热闹。
73562,73541,1,他用篙子撑船。｜篙子放在船头。
73563,73542,1,士兵学习操典。｜操典内容很详细。
73564,73543,1,扭亏为盈，不背债了。
73565,73544,1,这块石头梆硬。｜面包变得梆硬。
73566,73545,1,笔洗里盛满水。｜他买了个陶瓷笔洗。
73567,73546,1,用硬话顶他
73568,73547,1,居家从俭
73569,73548,1,这篇文章瑕瑜互见。｜他的表现瑕瑜互见。
73570,73549,1,塔塔尔族能歌善舞。｜她来自塔塔尔族。
73571,73550,1,我们只是点头之交。｜点头之交不算朋友。
73572,73551,1,眉清目秀，唇红齿白。
73573,73552,1,网络警察很忙碌。｜感谢网络警察。
73574,73553,1,发言要简明扼要，不要说车轱辘话。
73575,73554,1,他整天尸位素餐。｜公司不要尸位素餐的人。
73576,73555,1,她虽徐娘半老，风韵犹存。｜徐娘半老仍迷人。
73577,73556,1,“哎呀”是感叹词。｜感叹词表达情感。
73578,73557,1,五更天天还没亮。｜他五更天就起床。
73579,73558,1,做事要会找窍门。｜找窍门能省力。
73580,73559,1,脱脂棉吸收性强。｜她用脱脂棉消毒。
73581,73560,1,夜光表在黑暗中发光。｜他戴着夜光表。
73582,73561,1,错待了你，请原谅。
73583,73562,1,鸭苗很可爱。｜他买了些鸭苗。
73584,73563,1,气眼让空气流通。｜墙上有个气眼。
73585,73564,1,铸件上有气眼。｜气眼影响质量。
73586,73565,1,他的肩窝很深。｜针打在肩窝上。
73587,73566,1,他去赎当物品。｜赎当需要钱。
73588,73567,1,孩子们在草坪上嬉耍。
73589,73568,1,闻此凶讯，人们悲痛万分。
73590,73569,1,王是常见汉姓。｜他随了汉姓。
73591,73570,1,这个外国留学生还有一个汉姓欧阳。
73592,73571,1,水牢非常残酷。｜他被关进水牢。
73593,73572,1,铁纱用来防蚊。｜铁纱窗很结实。
73594,73573,1,不要让孩子养成偷嘴的习惯。
73595,73574,1,这是人民的膏血。｜不能浪费膏血。
73596,73575,1,重阳节吃花糕。｜花糕香甜可口。
73597,73576,1,他送了一幅幛子。｜幛子上有题词。
73598,73577,1,洒泪祭雄杰
73599,73578,1,雄杰之才
73600,73579,1,骶骨连接尾骨。｜骶骨很重要。
73601,73580,1,头绪繁乱
73602,73581,1,先刷一层底漆。｜底漆是白色的。
73603,73582,1,这批货没赚着钱，还倒赔几百元。
73604,73583,1,预考成绩不错。｜明天有场预考。
73605,73584,1,这个词有喻义。｜喻义需要理解。
73606,73585,1,析疑问难
73607,73586,1,她提着提兜逛街。｜提兜里装满了东西。
73608,73587,1,互相提挈｜承蒙前辈提挈
73609,73588,1,提挈全军
73610,73589,1,饬令遵行
73611,73590,1,一道饬令
73612,73591,1,这孩子老磨烦着买吃的。
73613,73592,1,大家越着急，他越磨烦。
73614,73593,1,元夜灯火通明。｜元夜很热闹。
73615,73594,1,门上贴着喜联。｜喜联写得很吉祥。
73616,73595,1,保证产品质量，砸牌子的事绝不能干。
73617,73596,1,他整天摇唇鼓舌。｜别听他摇唇鼓舌。
73618,73597,1,遮阳篷下很凉快。｜搭个遮阳篷吧。
73619,73598,1,他见景生情，写下诗句。｜见景生情很自然。
73620,73599,1,这篇文章佶屈聱牙。｜佶屈聱牙难读懂。
73621,73600,1,他只是在虚应故事。｜虚应故事没意义。
73622,73601,1,今天晕头晕脑的，上课一点儿也没听进去。
73623,73602,1,夜晚搞装修，实在太吵人了!
73624,73603,1,磨砂玻璃不透明。｜卫生间用磨砂玻璃。
73625,73604,1,他当众现丑了。｜不想再现丑。
73626,73605,1,根芽长出来了。｜移植根芽要小心。
73627,73606,1,这笔烂账理不清。｜烂账让人头疼。
73628,73607,1,这些烂账收不回。｜烂账拖了很久。
73629,73608,1,群口相声很精彩。｜他们表演群口相声。
73630,73609,1,违反禁例要受罚。｜禁例必须遵守。
73631,73610,1,运输单干户
73632,73611,1,你这是五十步笑百步。｜五十步笑百步可笑。
73633,73612,1,张秘书笔底下有两下子。
73634,73613,1,谋虑周密
73635,73614,1,理论不能是无源之水，无本之木。｜无源之水，无本之木不长久。
73636,73615,1,蓬门僻巷
73637,73616,1,山势崔巍｜古长城崔巍壮丽
73638,73617,1,她长得秀俊。｜秀俊的少年。
73639,73618,1,窗格子糊着纸。｜窗格子很古朴。
73640,73619,1,定向培育新品种。｜定向培育很重要。
73641,73620,1,木莲爬满墙壁。｜木莲果实可食。
73642,73621,1,问其细故｜查明细故
73643,73622,1,细故末节
73644,73623,1,这里五方杂处。｜五方杂处之地。
73645,73624,1,牛肝菌味道鲜美。｜他采到牛肝菌。
73646,73625,1,馋得流哈喇子。｜哈喇子流出来了。
73647,73626,1,春夏秋冬，四季递变。
73648,73627,1,石花菜可做凉粉。｜石花菜营养丰富。
73649,73628,1,能者多劳嘛。｜您真是能者多劳。
73650,73629,1,工字钢很坚固。｜用工字钢建桥。
73651,73630,1,他穷极无聊，整天发呆。｜穷极无聊的人。
73652,73631,1,曳光弹划破夜空。｜发射曳光弹。
73653,73632,1,神道碑记载生平。｜阅读神道碑文。
73654,73633,1,万用表功能很多。｜他用万用表检测。
73655,73634,1,他第一次开洋荤。｜开洋荤很新奇。
73656,73635,1,红铃虫危害棉花。｜防治红铃虫。
73657,73636,1,派直升机前去救应｜阻击敌方救应部队。
73658,73637,1,清挖河道
73659,73638,1,野雉在草丛中。｜捕捉野雉。
73660,73639,1,旧时野雉指妓女。｜野雉地位低下。
73661,73640,1,阉人侍奉皇帝。｜阉人不得干政。
73662,73641,1,淆乱视听
73663,73642,1,是非淆乱｜天下淆乱
73664,73643,1,木工用吊线找垂直。｜吊线要准确。
73665,73644,1,收揽人才｜收揽人心
73666,73645,1,上门收揽业务
73667,73646,1,增强拒毒意识
73668,73647,1,喷灯火焰很旺。｜用喷灯焊接。
73669,73648,1,他起了歹念。｜歹念很危险。
73670,73649,1,两人举止狎昵。｜狎昵不得体。
73671,73650,1,对为非作歹的人，必须拿办。
73672,73651,1,宝刹巍峨矗立｜名山宝刹
73673,73652,1,宝刹香火旺盛。｜参观著名宝刹。
73674,73653,1,他刚刚满师。｜满师后可以独立工作。
73675,73654,1,她追求骨感美。｜骨感模特。
73676,73655,1,病情陡变
73677,73656,1,惨遭诛戮
73678,73657,1,耳饰很漂亮。｜她喜欢戴耳饰。
73679,73658,1,牙垢需要清理。｜牙垢影响健康。
73680,73659,1,这种构件能抗热
73681,73660,1,鲜啤口感清爽。｜来杯鲜啤吧。
73682,73661,1,“北大”是缩略语。｜缩略语要规范。
73683,73662,1,话这样说，让人感到不对味儿。
73684,73663,1,这汤油太多了，喝着发腻。
73685,73664,1,天天摆弄这玩意儿，摆弄得我都发腻了。
73686,73665,1,这种中型客车有22个正座。
73687,73666,1,正座视野最好。｜他坐在正座。
73688,73667,1,正座留给长辈。｜正座是尊位。
73689,73668,1,湖色连衣裙。｜湖色很淡雅。
73690,73669,1,老妖婆
73691,73670,1,翠蓝的天空｜翠蓝的孔雀毛
73692,73671,1,春困让人乏力。｜克服春困要多运动。
73693,73672,1,这个花瓶虚有其表｜他虚有其表，没有真才实学
73694,73673,1,这段散板唱腔很自由｜散板适合表达悲痛的感情
73695,73674,1,巳时已到，该出发了｜他在巳时抵达目的地
73696,73675,1,月白风清的夜晚很惬意｜月白风清，适合散步
73697,73676,1,他们在屋里喧笑｜远处传来喧笑声
73698,73677,1,妈妈做了米粉肉｜米粉肉味道很香
73699,73678,1,她穿着纱笼跳舞｜纱笼是传统服饰
73700,73679,1,工程师正在晒图｜晒图需要感光纸
73701,73680,1,放入冰箱的食品应包好或盖好，以免串味儿。
73702,73681,1,请你把调门儿放低一点儿。
73703,73682,1,他们的调门儿如出一辙。
73704,73683,1,陶瓷上涂了釉子｜釉子能增加光泽
73705,73684,1,无风不起浪，这事有原因｜无风不起浪，传言不假
73706,73685,1,胡服骑射是著名典故｜胡服骑射值得学习
73707,73686,1,去年这里闹灾了｜闹灾导致粮食减产
73708,73687,1,这床贡缎被面很光滑｜贡缎质地柔软
73709,73688,1,圩子能防洪｜圩子被加固了
73710,73689,1,厚厚的一沓子信
73711,73690,1,爷爷年纪大，很善忘｜他善忘，常丢东西
73712,73691,1,浮子动了，有鱼上钩｜浮子漂在水面上
73713,73692,1,蚶子可以煮汤｜蚶子味道鲜美
73714,73693,1,导板节奏很自由｜这段导板很悲愤
73715,73694,1,他总为人作嫁｜别老是为人作嫁
73716,73695,1,他摇着串铃招揽生意｜串铃声音清脆
73717,73696,1,马车挂着串铃｜串铃叮当作响
73718,73697,1,被子潮乎乎的，拿出去晒晒。
73719,73698,1,一堆零七八碎的下脚料。
73720,73699,1,那些零七八碎我不管｜整天鼓捣那些零七八碎儿。
73721,73700,1,他拿日薪工作｜日薪是两百元
73722,73701,1,色情网站是个大染缸。
73723,73702,1,他是夜游神，不到半夜不回来。
73724,73703,1,白面儿是毒品｜吸毒者买白面儿
73725,73704,1,啸聚山林
73726,73705,1,她是个孤孀｜孤孀生活不易
73727,73706,1,孤证难以采信｜这只是孤证
73728,73707,1,燧人氏发明取火｜燧人氏教民熟食
73729,73708,1,倚势欺人
73730,73709,1,酒后开车，简直是玩儿命。
73731,73710,1,玩儿命地工作
73732,73711,1,河鲜很新鲜｜我们吃河鲜
73733,73712,1,血红素含铁｜血红素重要
73734,73713,1,照排机用于排版｜这台照排机很贵
73735,73714,1,函购电脑
73736,73715,1,说好说歹他才同意｜说好说歹不管用
73737,73716,1,这桃没挑儿了，你就不要说好说歹了。
73738,73717,1,他是个直肠子｜直肠子说话直
73739,73718,1,冻馁而死
73740,73719,1,他想攀高枝儿｜攀高枝儿不容易
73741,73720,1,听这种冗长乏味的讲话，真腻人。
73742,73721,1,这菜太腻人｜油腻的食品腻人
73743,73722,1,收讫章盖在票据上｜款项已收讫
73744,73723,1,存货销售罄尽
73745,73724,1,铁蚕豆很硬｜他爱吃铁蚕豆
73746,73725,1,水床很舒服｜水床利用浮力
73747,73726,1,祭告上苍｜祭告仪式
73748,73727,1,亥时是晚上九点｜亥时已夜深
73749,73728,1,才赋出众
73750,73729,1,残阳暮景｜桑榆暮景
73751,73730,1,这几天懒怠看书
73752,73731,1,他太懒怠了｜懒怠的人没出息
73753,73732,1,政府向企业抽税｜抽税是必要的
73754,73733,1,小船在水面晃摇｜别晃摇椅子
73755,73734,1,今年出圃树苗很多，收益颇丰。
73756,73735,1,有话慢慢说，别犯急。
73757,73736,1,钝角大于九十度｜这是个钝角
73758,73737,1,司药负责发药｜司药工作认真
73759,73738,1,月光投映大地
73760,73739,1,一身艳装｜艳装女郎
73761,73740,1,在蚊虫叮咬处敷用万金油。
73762,73741,1,文章用了倒序｜倒序写法新颖
73763,73742,1,警察验照检查｜验照是例行公事
73764,73743,1,欣逢寿辰，特来拜贺。
73765,73744,1,白鸽在碧空回翔
73766,73745,1,货物已由海关验讫。
73767,73746,1,杠夫抬着灵柩｜杠夫工作辛苦
73768,73747,1,这话太碍口，我说不出。
73769,73748,1,他长了瘊子｜瘊子需要治疗
73770,73749,1,他对汉语拼音不熟，拼读很吃力。
73771,73750,1,他说话藏头露尾｜别藏头露尾的
73772,73751,1,他用乡谈聊天｜乡谈很难懂
73773,73752,1,演员会乡谈｜乡谈表演有趣
73774,73753,1,烫伤起了燎泡｜燎泡很疼
73775,73754,1,帮助当地群众克服安土重迁思想，妥善做好移民工作。
73776,73755,1,他神神道道的｜神神道道吓人
73777,73756,1,秋蝉悲鸣
73778,73757,1,悉心调护病体
73779,73758,1,他是个二五眼｜二五眼做不好事
73780,73759,1,这活儿二五眼｜二五眼的质量差
73781,73760,1,灰沉沉的天，让人感到压抑。
73782,73761,1,羽扇纶巾显风度｜他羽扇纶巾
73783,73762,1,字写得像鬼画符｜鬼画符难辨认
73784,73763,1,别信他的鬼画符｜鬼画符是骗人
73785,73764,1,劳动布做工作服｜劳动布很结实
73786,73765,1,他罪不容诛｜罪不容诛的恶行
73787,73766,1,病了几天，走起路来虚飘飘的。
73788,73767,1,他穿麻袋片儿｜麻袋片儿粗糙
73789,73768,1,奶豆腐是乳制品
73790,73769,1,她闭月羞花｜闭月羞花之貌
73791,73770,1,童子鸡肉质嫩｜炖童子鸡好吃
73792,73771,1,雪泥鸿爪忆往事｜往事如雪泥鸿爪
73793,73772,1,吃不透教材，怎能教好课呢?
73794,73773,1,冲入黑茫茫的太空。
73795,73774,1,落地灯照亮房间｜落地灯可移动
73796,73775,1,生拉硬拽没意思｜别生拉硬拽
73797,73776,1,生拉硬拽太牵强｜比喻生拉硬拽
73798,73777,1,这事别留尾巴｜留尾巴会麻烦
73799,73778,1,他俩在打嘴仗｜打嘴仗没结果
73800,73779,1,他心口如一｜心口如一是美德
73801,73780,1,他想吃现成饭｜吃现成饭不好
73802,73781,1,他演二花脸｜二花脸是行当
73803,73782,1,十指连心，疼啊｜母子十指连心
73804,73783,1,他们是八拜之交｜结为八拜之交
73805,73784,1,痱子粉防痱子｜扑点痱子粉
73806,73785,1,这里地灵人杰｜地灵人杰之处
73807,73786,1,他说话绕弯儿｜别绕弯儿了
73808,73787,1,祝您万事亨通｜今年万事亨通
73809,73788,1,象鼻虫危害植物｜象鼻虫是害虫
73810,73789,1,误会涣然冰释｜涣然冰释真好
73811,73790,1,他表演快板儿｜快板儿节奏快
73812,73791,1,他能掐会算｜能掐会算如神仙
73813,73792,1,免不得要下雨｜免不得会犯错
73814,73793,1,这座大坝禁得住百年不遇的洪水的冲击。
73815,73794,1,三重唱很好听｜他们表演三重唱
73816,73795,1,一无所见真奇怪｜他一无所见
73817,73796,1,胶柱鼓瑟太死板｜别胶柱鼓瑟
73818,73797,1,功绩震古烁今｜震古烁今的事业
73819,73798,1,文契要保管好｜签了文契
73820,73799,1,替孩子圆谎绝不是爱孩子。
73821,73800,1,看台上有数万球迷观阵。
73822,73801,1,良知泯没
73823,73802,1,去芜存菁选精华｜编辑去芜存菁
73824,73803,1,练成一副好身手
73825,73804,1,他们个个都是好身手。
73826,73805,1,唱头需要更换｜唱针安在唱头上
73827,73806,1,面码儿很新鲜｜加些面码儿
73828,73807,1,他是我的畏友｜畏友令人敬畏
73829,73808,1,羽纱做衬里｜羽纱布料薄
73830,73809,1,别中了他的迷阵｜迷阵难破解
73831,73810,1,孟秋天气转凉｜孟秋是七月
73832,73811,1,衣服压得打皱了
73833,73812,1,湖泽资源丰富｜湖泽有鱼虾
73834,73813,1,雨景很美｜欣赏雨景
73835,73814,1,屏条挂在墙上｜四幅屏条
73836,73815,1,给小李呱唧呱唧，感谢他的帮忙。
73837,73816,1,他一上台，观众就呱唧呱唧地直鼓掌。
73838,73817,1,学阀作风
73839,73818,1,为人笃厚淳朴
73840,73819,1,泳帽防头发湿｜戴泳帽游泳
73841,73820,1,甘洌的清泉汩汩流淌。
73842,73821,1,印玺是皇帝专用｜印玺象征权力
73843,73822,1,灾患接连发生｜预防灾患
73844,73823,1,这台台扇风力很足｜夏天用台扇比较方便
73845,73824,1,蒸饼层层分明很好吃｜妈妈做的蒸饼特别香
73846,73825,1,这笼蒸饺热气腾腾｜韭菜馅蒸饺很受欢迎
73847,73826,1,轮船拔锚启航了｜拔锚后船就开动了
73848,73827,1,隔房兄妹
73849,73828,1,含怒而去
73850,73829,1,兔子孳乳很快｜牲畜孳乳需要良好环境
73851,73830,1,这个词是从古语孳乳而来｜语言会不断孳乳新词
73852,73831,1,这笔资金还有余剩。
73853,73832,1,走太多路脚打泡了｜干活把手打泡了
73854,73833,1,诡奇的神话｜景色诡奇
73855,73834,1,没人搭手，我一个人干不完
73856,73835,1,醋精味道很酸｜做菜少放点醋精
73857,73836,1,卸除行政职务，专心搞科研。
73858,73837,1,卸除机器零件
73859,73838,1,他是张家的娇客｜岳母待娇客很热情
73860,73839,1,新过门的儿媳妇成了家中的娇客。
73861,73840,1,他托身寺庙修行｜托身朋友家暂住
73862,73841,1,根除边患
73863,73842,1,姐姐耐心地哄劝着妹妹。
73864,73843,1,用焊锡连接电线｜焊锡熔点较低
73865,73844,1,排水抗涝
73866,73845,1,少女思春是常情｜他正在思春年纪
73867,73846,1,吞金自杀
73868,73847,1,悲酸的往事
73869,73848,1,到底什么时候去，请给个准话。
73870,73849,1,这家卤味很入味｜买些卤味下酒
73871,73850,1,事实俱在，无法狡赖。
73872,73851,1,这孩子从小就爱蹦高蹿远｜乐得直蹦高
73873,73852,1,急巴巴地望着售票窗口，生怕买不上票。
73874,73853,1,花草缺水萎蔫了｜太阳晒得叶子萎蔫
73875,73854,1,他典押了祖传玉佩｜急需用钱只好典押
73876,73855,1,鹰是典型的鸷鸟｜鸷鸟目光锐利
73877,73856,1,储积粮食，以备荒年。
73878,73857,1,动用一部分储积
73879,73858,1,桃酥酥脆可口｜奶奶爱吃桃酥
73880,73859,1,他穿着狐裘很暖和｜狐裘是贵重衣物
73881,73860,1,他是嫡出长子｜嫡出身份很重要
73882,73861,1,胶卷放在暗盒里｜暗盒要避光保存
73883,73862,1,故事发生在闾里之间｜闾里传闻不可信
73884,73863,1,一叶知秋是常见成语｜一叶知秋很有道理
73885,73864,1,这酒味道醇正｜茶香醇正可口
73886,73865,1,蚕室要保持温暖｜蚕室需要经常打扫
73887,73866,1,司马迁曾住蚕室｜蚕室是受刑之处
73888,73867,1,草莓刨冰
73889,73868,1,她从酣梦中惊醒
73890,73869,1,他每天练习大楷｜大楷写得工整
73891,73870,1,请用大楷书写｜大楷字母更清晰
73892,73871,1,厚古薄今不可取｜反对厚古薄今思想
73893,73872,1,物伤其类乃常情｜他们物伤其类很悲伤
73894,73873,1,这事真让人烦神｜不必为小事烦神
73895,73874,1,给花施点花肥｜花肥促进植物生长
73896,73875,1,棉花需要花肥｜油菜花期施花肥
73897,73876,1,她是个贞烈女子｜贞烈被古人推崇
73898,73877,1,他饿虎扑食般冲过去｜动作如饿虎扑食
73899,73878,1,万众推戴
73900,73879,1,躲风避雨｜谭嗣同宁可被杀，也不躲风潜逃。
73901,73880,1,情急智生想出办法｜他情急智生脱险
73902,73881,1,他的许愿不过是徒托空言。
73903,73882,1,两者相辅而行｜学习与实践相辅而行
73904,73883,1,有了问题就要解决，不能捂盖子。
73905,73884,1,手炉暖手很舒服｜古代女子用手炉
73906,73885,1,铅笔刀很锋利｜他用铅笔刀削笔
73907,73886,1,他遭池鱼之殃｜这场灾祸是池鱼之殃
73908,73887,1,他们弹冠相庆升官｜小人得志弹冠相庆
73909,73888,1,农民在田里上粪｜上粪能肥沃土地
73910,73889,1,他准备歇夏避暑｜夏天太热需要歇夏
73911,73890,1,投篮不进，又被对方快攻成功，里外里丢了4分。
73912,73891,1,骑自行车要20分钟，抄小路步行也是20分钟，里外里一个样。
73913,73892,1,避免公文旅行现象｜公文旅行效率低下
73914,73893,1,院中散置着石桌、石凳｜桌上散置着十几本杂志。
73915,73894,1,你这样胡作非为，还想保住党票?
73916,73895,1,船已行驶三万公里的海程｜查一查海程记录
73917,73896,1,山西梆子很好听｜他爱看山西梆子
73918,73897,1,笃守操行｜笃守承诺
73919,73898,1,挑担子需要换肩｜他经常换肩休息
73920,73899,1,老人敲渔鼓说唱｜渔鼓声音很独特
73921,73900,1,村中来了个唱渔鼓的。
73922,73901,1,他说话过甚其词｜不要过甚其词夸张
73923,73902,1,他对爱情忠贞不贰｜忠贞不贰值得敬佩
73924,73903,1,他百口莫辩很委屈｜遭遇误会百口莫辩
73925,73904,1,期末抽考3门课
73926,73905,1,演员正在扮装
73927,73906,1,早餐喝豆乳有益｜豆乳营养很丰富
73928,73907,1,豆乳配粥很好吃｜这瓶豆乳很下饭
73929,73908,1,坡跟鞋穿着舒适｜她喜欢穿坡跟鞋
73930,73909,1,乳燕在学习飞翔｜屋檐下有只乳燕
73931,73910,1,乳燕在喂食幼鸟｜乳燕忙碌觅食
73932,73911,1,边卡检查很严格｜通过边卡需要证件
73933,73912,1,旧屋早已倾塌
73934,73913,1,匪徒狼奔豕突逃窜｜敌人狼奔豕突溃败
73935,73914,1,他因疲劳脑充血｜脑充血需要治疗
73936,73915,1,嫡长子继承家业｜他是家族嫡长子
73937,73916,1,血沉检查很重要｜医生建议查血沉
73938,73917,1,汗背心吸汗透气｜夏天穿汗背心凉快
73939,73918,1,光吹冷风，不干事｜指标定得过高，要吹吹冷风。
73940,73919,1,丁字街容易迷路｜在丁字街口转弯
73941,73920,1,传说那是座凶宅｜没人敢住凶宅
73942,73921,1,这间铺面房出租｜铺面房适合开店
73943,73922,1,他额头有抬头纹｜年纪轻轻长抬头纹
73944,73923,1,吸顶灯照亮全屋｜卧室装吸顶灯
73945,73924,1,仙人球很好养活｜窗台摆着仙人球
73946,73925,1,晚饭吃疙瘩汤｜疙瘩汤做法简单
73947,73926,1,这样做是白费蜡｜白费蜡的事别做
73948,73927,1,海平线渐渐清晰｜船向海平线驶去
73949,73928,1,出租车要交车份儿｜车份儿每月要付
73950,73929,1,领导提倡群言堂｜群言堂利于决策
73951,73930,1,聘请家庭服务员｜家庭服务员很能干
73952,73931,1,再大的家底也搁不住这么糟蹋｜他脸皮薄，搁不住你这样说
73953,73932,1,这几天热得真够劲儿。
