parent_category,item,item_rank
颜色,金,264
颜色,白,308
颜色,色,328
颜色,红,513
颜色,青,521
颜色,黑,594
颜色,黄,628
颜色,彩,943
颜色,绿,1017
颜色,粉,1174
颜色,蓝,1195
颜色,朱,1204
颜色,丹,1269
颜色,灰,1415
颜色,颜,1526
颜色,紫,1618
颜色,赤,1751
颜色,苍,2116
颜色,色彩,2118
颜色,翠,2194
颜色,碧,2196
颜色,玄,2322
颜色,褐,2832
颜色,颜色,2850
颜色,橙,2925
颜色,彤,3066
颜色,光彩,4686
颜色,彩色,5148
颜色,苍白,5734
颜色,金黄,7808
颜色,大红,7874
颜色,本色,8996
颜色,漆黑,9792
颜色,洁白,9983
颜色,五彩,10052
颜色,雪白,10591
颜色,色泽,10750
颜色,通红,10913
颜色,鲜红,11949
颜色,粉红,12160
颜色,棕色,14508
颜色,变色,14974
颜色,灰白,15475
颜色,斑斓,16026
颜色,乌黑,16271
颜色,色素,16698
颜色,五彩缤纷,18150
颜色,碧绿,18344
颜色,黝黑,18455
颜色,五颜六色,18669
颜色,翠绿,19228
颜色,火红,19882
颜色,惨白,19889
颜色,血红,20326
颜色,紫红,20964
颜色,银白,21964
颜色,灰暗,22106
颜色,斑驳,22112
颜色,五色,22999
颜色,五光十色,23448
颜色,铁青,24502
颜色,湛蓝,26072
颜色,天蓝,26103
颜色,青翠,27120
颜色,花花绿绿,27805
颜色,朱红,27907
颜色,绿油油,29533
颜色,墨绿,29677
颜色,桃红,29907
颜色,葱白,30401
颜色,银灰,30416
颜色,绯红,30955
颜色,苍翠,31340
颜色,昏黄,31347
颜色,嫣红,31740
颜色,天青,32661
颜色,枯黄,32678
颜色,殷红,32854
颜色,焦黄,32924
颜色,嫩绿,33461
颜色,草绿,34008
颜色,橙黄,34439
颜色,青葱,34498
颜色,煞白,35128
颜色,青绿,35900
颜色,藏青,36423
颜色,橘红,37310
颜色,猩红,37428
颜色,葱绿,38462
颜色,枣红,39181
颜色,米黄,39410
颜色,焦黑,39917
颜色,蜡黄,40528
颜色,红彤彤,40657
颜色,米色,41136
颜色,古铜色,41882
颜色,土黄,42921
颜色,鹅黄,43352
颜色,赤红,44079
颜色,原色,44610
颜色,红扑扑,44803
颜色,红艳艳,44975
颜色,杏黄,46785
颜色,水绿,47507
颜色,黄澄澄,47778
颜色,杏红,48679
颜色,肉色,49545
颜色,嫩黄,51698
颜色,宝蓝,51925
颜色,水红,52051
颜色,黄灿灿,52870
颜色,雪青,55562
颜色,苍黄,56010
颜色,色差,56063
颜色,橘黄,56705
颜色,脱色,57307
颜色,品红,58646
颜色,酱色,59343
颜色,黑油油,62282
颜色,蜜色,62554
颜色,黑黢黢,63609
颜色,肉红,63627
颜色,驼色,65032
颜色,蛋青,67584
颜色,豆绿,67663
颜色,绿莹莹,68064
颜色,茶褐色,69192
颜色,藏蓝,69626
颜色,掉色,69675
颜色,黑不溜秋,69699
颜色,绿茸茸,71390
颜色,绛紫,71790
颜色,乌油油,72500
颜色,银红,74225
颜色,豆青,75063
颜色,藕色,75076
颜色,湖色,75499
颜色,黢黑,77419
颜色,碧油油,83154
颜色,玄青,84022
颜色,蟹青,87969
气象,风,349
气象,热,498
气象,云,698
气象,冷,800
气象,雨,825
气象,雷,963
气象,雪,966
气象,露,990
气象,冰,1055
气象,潮,1196
气象,阴,1218
气象,天气,1288
气象,寒,1367
气象,湿,1549
气象,凉,1570
气象,晴,1621
气象,炎,1628
气象,空气,1639
气象,雾,1897
气象,霞,1977
气象,气候,2102
气象,暑,2337
气象,霜,2349
气象,燥,2534
气象,温暖,3068
气象,大气,3210
气象,雹,3420
气象,暴雨,4015
气象,气温,4137
气象,天气预报,4438
气象,干旱,4913
气象,风暴,5002
气象,大雨,5616
气象,气象台,5814
气象,台风,6032
气象,东风,6167
气象,寒冷,6570
气象,小雨,6643
气象,高压,7027
气象,雨水,8131
气象,降水,8288
气象,干燥,8724
气象,闪电,9247
气象,潮湿,9641
气象,风向,9691
气象,冰冷,9811
气象,狂风,10136
气象,炎热,10359
气象,雨量,10634
气象,严寒,10670
气象,阵雨,10673
气象,雪花,11633
气象,湿润,11834
气象,旋风,11932
气象,气流,12130
气象,乌云,12433
气象,阴沉,12771
气象,酷暑,12973
气象,中雨,13040
气象,清凉,13571
气象,高寒,13700
气象,晴朗,14953
气象,雷阵雨,15539
气象,天候,15617
气象,气压,15621
气象,热浪,15690
气象,凉爽,17014
气象,雷雨,17025
气象,炽热,17269
气象,云雾,17368
气象,闷热,18122
气象,大气层,18163
气象,雨点,18785
气象,霹雳,19019
气象,雷霆,19474
气象,雷电,19996
气象,云彩,20467
气象,低压,20516
气象,云层,20664
气象,酷热,20920
气象,晚霞,21432
气象,西风,21457
气象,迷雾,21689
气象,风速,22379
气象,阴云,22716
气象,灼热,22963
气象,凛冽,22971
气象,雷击,23391
气象,湿漉漉,23443
气象,阴霾,23529
气象,寒流,23628
气象,酸雨,23709
气象,季风,24067
气象,彩云,25589
气象,龙卷风,26752
气象,朝霞,27161
气象,阴冷,28168
气象,露珠,28686
气象,瑞雪,28727
气象,雪片,28892
气象,彩霞,30059
气象,凉快,30311
气象,温室效应,31145
气象,润泽,32578
气象,阴凉,34128
气象,料峭,35486
气象,海市蜃楼,35950
气象,打雷,36350
气象,气旋,36714
气象,暑热,36859
气象,梅雨,37165
气象,小气候,37771
气象,湿淋淋,38672
气象,霜冻,41484
气象,温润,42391
气象,寒潮,42561
气象,暑气,43820
气象,气团,49345
气象,温煦,50590
气象,毛毛雨,52209
气象,酷寒,56781
气象,物候,59771
气象,干冷,64269
气象,彤云,65547
气象,海洋性气候,66222
气象,积云,66572
气象,大陆性气候,68032
气象,溽暑,68227
气象,早霜,69107
气象,火烧云,72227
时间,时,32
时间,目前,32
时间,现在,41
时间,同时,50
时间,今天,59
时间,现,60
时间,时间,75
时间,历史,92
时间,时候,94
时间,前,106
时间,年来,115
时间,以来,132
时间,正在,146
时间,已,151
时间,正,154
时间,现代,181
时间,过去,183
时间,先,196
时间,代,201
时间,之后,214
时间,一直,217
时间,今,218
时间,经过,227
时间,才,237
时间,快,245
时间,期,251
时间,以后,281
时间,当时,298
时间,每,315
时间,一下,330
时间,期间,339
时间,晚,407
时间,长期,413
时间,时期,415
时间,年代,421
时间,然后,425
时间,便,429
时间,最近,447
时间,时代,453
时间,机会,456
时间,后来,468
时间,早,477
时间,刚,485
时间,即,488
时间,史,496
时间,日前,520
时间,未来,548
时间,先后,570
时间,曾,584
时间,古,611
时间,今后,616
时间,以前,639
时间,原来,651
时间,当天,653
时间,不久,656
时间,当前,668
时间,久,675
时间,之前,685
时间,这时,690
时间,立即,706
时间,如今,750
时间,经常,758
时间,预,769
时间,及时,781
时间,至今,783
时间,永,803
时间,朝,804
时间,短,811
时间,既,821
时间,近日,839
时间,曾经,880
时间,届,881
时间,始终,909
时间,往往,920
时间,永远,959
时间,当年,974
时间,尽快,977
时间,旧,983
时间,那时,1028
时间,日子,1089
时间,一时,1130
时间,本来,1141
时间,马上,1147
时间,常常,1165
时间,同期,1178
时间,一阵,1260
时间,一会儿,1264
时间,一旦,1267
时间,临时,1281
时间,机遇,1329
时间,迟,1369
时间,从来,1382
时间,明天,1399
时间,立刻,1509
时间,时刻,1523
时间,将来,1532
时间,暂,1540
时间,古代,1555
时间,早已,1630
时间,恰,1656
时间,当代,1704
时间,百年,1764
时间,刚才,1921
时间,以往,1946
时间,年间,2004
时间,暂时,2040
时间,随时,2070
时间,迄今,2137
时间,当今,2139
时间,平时,2192
时间,逝,2205
时间,前后,2254
时间,日常,2268
时间,昔,2276
时间,定期,2348
时间,顷,2475
时间,古老,2590
时间,时机,2635
时间,日内,2693
时间,长远,2736
时间,业已,2766
时间,回头,2832
时间,从前,2835
时间,不时,2845
时间,短期,2848
时间,近代,2882
时间,初期,2884
时间,期限,2892
时间,从小,2937
时间,正好,2939
时间,乍,2944
时间,一向,2979
时间,早日,2993
时间,早期,3071
时间,度过,3160
时间,随即,3191
时间,近来,3234
时间,当初,3245
时间,届时,3253
时间,半天,3508
时间,岁月,3560
时间,原本,3596
时间,过后,3648
时间,至此,3748
时间,原先,3758
时间,平常,3879
时间,顿时,3890
时间,中期,3935
时间,永久,4021
时间,眼下,4062
时间,后期,4131
时间,事后,4142
时间,当即,4143
时间,一刻,4296
时间,遥远,4298
时间,日来,4363
时间,将要,4370
时间,万年,4388
时间,而后,4406
时间,逐年,4408
时间,多时,4421
时间,悠久,4439
时间,漫长,4623
时间,后代,4665
时间,历来,4692
时间,片刻,4829
时间,限期,4918
时间,短暂,4964
时间,而今,5036
时间,日后,5156
时间,前期,5160
时间,王朝,5273
时间,永恒,5298
时间,长久,5366
时间,时光,5374
时间,天时,5419
时间,工夫,5483
时间,连日,5519
时间,往年,5748
时间,按时,5840
时间,向来,5944
时间,时分,6066
时间,自来,6078
时间,这会儿,6095
时间,平日,6136
时间,历代,6223
时间,往日,6237
时间,旧时,6393
时间,世代,6499
时间,生来,6527
时间,新近,6678
时间,往后,6731
时间,早年,6794
时间,先前,6868
时间,一瞬,6932
时间,当下,7151
时间,陈旧,7225
时间,关头,7402
时间,恰好,7423
时间,连年,7458
时间,历年,7778
时间,立时,7788
时间,现时,7850
时间,现今,8097
时间,久久,8166
时间,时而,8221
时间,刹那,8480
时间,预先,8608
时间,连夜,8833
时间,年华,8898
时间,往常,9019
时间,方才,9195
时间,良机,9253
时间,悠悠,9317
时间,及早,9649
时间,晚期,9746
时间,时日,9866
时间,准时,9998
时间,千古,10009
时间,史实,10062
时间,转眼,10094
时间,中叶,10541
时间,眨眼,10694
时间,早晚,10729
时间,按期,10882
时间,逾期,10917
时间,每每,11066
时间,末期,11127
时间,平生,11375
时间,千秋,11681
时间,那会儿,11771
时间,年月,12003
时间,许久,12020
时间,年限,12140
时间,事前,12256
时间,延期,12272
时间,久远,12356
时间,国史,12399
时间,来日,12459
时间,急促,12650
时间,即日,12765
时间,先期,12778
时间,遥遥,12806
时间,后头,13090
时间,一刹那,13246
时间,推移,13356
时间,远古,13504
时间,消逝,13538
时间,即时,13563
时间,流逝,13570
时间,有年,13799
时间,顷刻,14095
时间,现下,14484
时间,良久,14516
时间,漫漫,14632
时间,朝夕,14923
时间,时限,15028
时间,时辰,15137
时间,即刻,15326
时间,末年,15386
时间,史前,15481
时间,恰巧,15681
时间,光阴,15683
时间,一瞥,16232
时间,经久,16239
时间,一晃,16426
时间,有朝一日,16503
时间,朝代,16537
时间,素来,16658
时间,中古,17015
时间,几时,17530
时间,过期,17711
时间,消磨,17832
时间,他日,17871
时间,霎时,17946
时间,往昔,18100
时间,时不时,18289
时间,上古,18599
时间,暂且,18639
时间,瞬息,19160
时间,展期,19841
时间,转瞬,19950
时间,逐月,20666
时间,短促,20813
时间,今朝,21189
时间,韶华,21467
时间,权时,21768
时间,适才,21802
时间,凑巧,22029
时间,先头,22062
时间,古往今来,22571
时间,多会儿,22920
时间,平素,23020
时间,迅即,23082
时间,时世,23092
时间,万古,23185
时间,旧日,23273
时间,年光,23565
时间,机缘,23651
时间,久已,23956
时间,火候,24838
时间,缓期,25000
时间,流光,25163
时间,旦夕,25249
时间,悠长,25280
时间,弹指,26223
时间,亘古,26477
时间,有生以来,27452
时间,刻下,27593
时间,改天,27688
时间,末代,28019
时间,太古,28075
时间,古旧,28384
时间,古来,28542
时间,须臾,28732
时间,永世,28740
时间,悠远,30191
时间,分秒,30243
时间,逐日,30484
时间,趁早,30961
时间,宽限,31220
时间,一霎,31228
时间,万世,31698
时间,哪会儿,34622
时间,虚度,34697
时间,不日,34786
时间,昔年,34915
时间,史迹,34927
时间,开天辟地,35497
时间,长年累月,35711
时间,倏忽,37360
时间,嗣后,37616
时间,末叶,37776
时间,恒久,37879
时间,流年,38105
时间,近古,38813
时间,荏苒,39752
时间,天长地久,40856
时间,末世,41196
时间,蹉跎,42250
时间,晚近,42741
时间,皇朝,43127
时间,信史,43543
时间,洪荒,45968
时间,改期,47357
时间,年头儿,49917
时间,日久天长,53092
时间,既而,56327
时间,旷古,56671
时间,俄而,57980
时间,素常,58694
时间,海枯石烂,59223
时间,异日,59773
时间,日月如梭,60721
时间,物换星移,63615
时间,韶光,64367
时间,届期,65713
时间,星移斗转,66254
时间,有顷,67022
时间,白驹过隙,69897
时间,寸阴,70025
时间,误期,73591
时间,亿万斯年,76880
时间,天荒地老,76970
时间,累年,81898
时间,点,77
时间,分,94
时间,表,162
时间,小时,486
时间,下午,501
时间,上午,696
时间,刻,728
时间,钟,778
时间,晚上,832
时间,秒,1329
时间,星期,1376
时间,凌晨,2242
时间,中午,2525
时间,早晨,2568
时间,昼,2754
时间,日期,2899
时间,白天,3161
时间,公元,3312
时间,新年,3522
时间,日夜,3609
时间,周末,4092
时间,清晨,4348
时间,傍晚,4872
时间,深夜,4907
时间,过年,5622
时间,次日,6090
时间,黄昏,6352
时间,昼夜,6354
时间,黎明,6521
时间,元旦,7069
时间,手表,7211
时间,礼拜,8090
时间,北京时间,8695
时间,年终,8868
时间,后天,9512
时间,纪念日,9816
时间,钟头,9954
时间,星期日,10138
时间,农历,10173
时间,除夕,10499
时间,天亮,10556
时间,前天,11422
时间,终日,11808
时间,年份,12339
时间,钟表,13294
时间,零点,13383
时间,纪元,13882
时间,天明,14397
时间,早起,14430
时间,通宵,14941
时间,指针,15101
时间,报时,16227
时间,彻夜,17582
时间,元宵,17615
时间,正午,17926
时间,一天到晚,18046
时间,挂历,19178
时间,时钟,19600
时间,翌日,20521
时间,白昼,20660
时间,端午,21111
时间,拂晓,21302
时间,教师节,21906
时间,小年,22395
时间,起更,22489
时间,夜半,23961
时间,钟点,24645
时间,时令,24806
时间,节气,25283
时间,年号,26576
时间,历法,26928
时间,纪年,27018
时间,元宵节,28078
时间,天干,28152
时间,晌午,28804
时间,天光,28931
时间,干支,29888
时间,发条,30158
时间,闹钟,30262
时间,五更,30900
时间,阴历,31366
时间,星夜,33572
时间,世界时,33958
时间,深更半夜,34135
时间,后半夜,34657
时间,甲子,35093
时间,标准时,35653
时间,阳历,36195
时间,破晓,36663
时间,头年,37884
时间,公历,39107
时间,怀表,40318
时间,游丝,40346
时间,挂钟,41211
时间,薄暮,43329
时间,泼水节,44286
时间,钟摆,44855
时间,节令,45381
时间,打更,45453
时间,座钟,46023
时间,七夕,47053
时间,台历,47229
时间,历书,47445
时间,晨昏,49336
时间,寒食,49990
时间,月半,50465
时间,暑天,50815
时间,去岁,50989
时间,秒表,51617
时间,破五,52090
时间,报晓,52110
时间,岁首,52604
时间,后晌,53011
时间,月令,53303
时间,旧年,53982
时间,明后天,54029
时间,月历,54758
时间,闰年,56031
时间,日夕,56122
时间,转年,56551
时间,岁暮,57425
时间,万年历,58815
时间,石英钟,60244
时间,闰月,60390
时间,冬月,61584
时间,原子钟,61951
时间,入伏,62500
时间,大前年,63287
时间,前半夜,64326
时间,十冬腊月,66428
时间,大前天,66636
时间,月头儿,67713
时间,大后天,67731
时间,乞巧,67987
时间,残冬,70724
时间,五四青年节,72655
动物,龙,765
动物,鱼,894
动物,鸟,1292
动物,虫,1373
动物,苗,1590
动物,兽,1848
动物,畜,2009
动物,禽,2065
动物,鹏,2428
动物,秧,2906
动物,驹,3036
动物,羔,3326
动物,犊,3770
动物,牲畜,6262
动物,凤凰,6447
动物,昆虫,9235
动物,家禽,9840
动物,恐龙,10005
动物,野兽,10576
动物,牲口,11889
动物,哺乳动物,15731
动物,家畜,15853
动物,害虫,17182
动物,候鸟,17653
动物,脊椎动物,20070
动物,猛兽,21179
动物,虫子,21551
动物,畜生,21903
动物,寄生虫,22947
动物,幼虫,24114
动物,禽兽,24394
动物,天敌,26666
动物,羔羊,28405
动物,珍禽,29690
动物,水族,31266
动物,蛀虫,32154
动物,毛虫,32181
动物,走兽,33118
动物,爬行动物,34714
动物,种畜,38886
动物,仔猪,39498
动物,高等动物,45028
动物,雏鸡,45870
动物,幼体,49642
动物,六畜,54868
动物,秧子,54954
动物,母畜,56392
动物,低等动物,58799
动物,腔肠动物,63051
动物,益虫,64591
动物,益鸟,65466
动物,仔鸡,66119
动物,耕畜,69174
动物,留鸟,72328
动物,童子鸡,75850
动物,马,304
动物,象,317
动物,牛,871
动物,狗,1030
动物,猪,1321
动物,猫,1332
动物,羊,1335
动物,虎,1343
动物,鼠,1604
动物,狼,1687
动物,熊,1753
动物,兔,2210
动物,鹿,2223
动物,猴,2225
动物,狮,2293
动物,狐,2340
动物,豹,2598
动物,驴,2610
动物,猿,3126
动物,犀,3157
动物,鲸,3175
动物,豚,3239
动物,骡,3341
动物,豺,3496
动物,貂,4432
动物,麝,4769
动物,獒,5057
动物,獾,5150
动物,貉,5156
动物,熊猫,6140
动物,骆驼,10002
动物,山羊,11427
动物,羚羊,14193
动物,骏马,16509
动物,黄牛,16955
动物,猩猩,17033
动物,绵羊,17413
动物,战马,19415
动物,野马,20057
动物,海豚,20697
动物,耗子,21596
动物,刺猬,22226
动物,蝙蝠,22537
动物,猕猴,22679
动物,野猪,25998
动物,麋鹿,26409
动物,海豹,27117
动物,海狮,27299
动物,水牛,28048
动物,松鼠,28122
动物,警犬,29342
动物,黑猩猩,30441
动物,野兔,30863
动物,袋鼠,31229
动物,驯鹿,31483
动物,猎狗,31798
动物,耕牛,31902
动物,金丝猴,32441
动物,黑熊,33307
动物,海牛,34258
动物,黄羊,35231
动物,野牛,35576
动物,斑马,35596
动物,狼狗,35885
动物,千里马,37701
动物,雪豹,38987
动物,长颈鹿,39040
动物,白鳍豚,39471
动物,梅花鹿,40265
动物,大猩猩,41063
动物,野驴,41343
动物,河马,41746
动物,田鼠,42482
动物,穿山甲,43464
动物,金钱豹,44179
动物,长臂猿,46553
动物,水獭,46686
动物,类人猿,48087
动物,海象,49814
动物,江豚,49996
动物,白熊,52205
动物,小熊猫,52639
动物,家兔,53085
动物,棕熊,55886
动物,哈巴狗,56900
动物,乳牛,57457
动物,牯牛,57817
动物,白狐,58202
动物,菜牛,58507
动物,岩羊,58653
动物,羚牛,59075
动物,紫貂,59596
动物,家鼠,60968
动物,旱獭,61242
动物,猪猡,61465
动物,叫驴,61823
动物,豪猪,62910
动物,鬣狗,63325
动物,鸭嘴兽,63748
动物,蓝鲸,63847
动物,水貂,63871
动物,奶羊,66716
动物,海獭,67993
动物,豚鼠,68344
动物,犍牛,69088
动物,骒马,69858
动物,河狸,71965
动物,滩羊,72025
动物,食蚁兽,72492
动物,黄鼬,73657
动物,辕马,73880
动物,草驴,81675
动物,山魈,82204
动物,鸡,1109
动物,燕,1688
动物,雕,1871
动物,鸭,2124
动物,鹰,2178
动物,鹅,2385
动物,雀,2432
动物,鹤,2457
动物,雁,2549
动物,鸦,2633
动物,鸽,2735
动物,莺,3122
动物,鸥,3268
动物,鸢,4961
动物,鹳,5512
动物,天鹅,7298
动物,孔雀,11582
动物,海燕,13513
动物,麻雀,15119
动物,乌鸦,16872
动物,杜鹃,17349
动物,鸳鸯,18083
动物,鹦鹉,22279
动物,鸵鸟,24360
动物,海鸥,25384
动物,野鸭,26675
动物,白鹭,28970
动物,企鹅,30353
动物,喜鹊,31161
动物,鸿雁,33042
动物,百灵,34173
动物,丹顶鹤,34379
动物,画眉,34571
动物,朱雀,35651
动物,八哥,36796
动物,云雀,41195
动物,斑鸠,41276
动物,信鸽,42240
动物,啄木鸟,43885
动物,田鸡,44993
动物,秃鹫,45636
动物,白鹳,47020
动物,金丝雀,51598
动物,苍鹰,52458
动物,翠鸟,53754
动物,白头翁,55300
动物,黄雀,56453
动物,老鸹,56610
动物,燕雀,58180
动物,苍鹭,58451
动物,锦鸡,59273
动物,油鸡,61486
动物,北京鸭,61882
动物,草鸡,62105
动物,信天翁,62766
动物,家燕,62982
动物,寒鸦,64164
动物,伯劳,64920
动物,鹁鸽,68696
动物,戴胜,71817
动物,竹鸡,72719
动物,鹁鸪,74216
动物,柴鸡,81318
动物,蛇,1988
动物,龟,2609
动物,蛙,2770
动物,鳄,3182
动物,鳖,3370
动物,蟒,4397
动物,王八,15928
动物,青蛙,19121
动物,毒蛇,20265
动物,乌龟,23392
动物,蛤蟆,24157
动物,海龟,33447
动物,眼镜蛇,40655
动物,扬子鳄,40673
动物,蟾蜍,42954
动物,玳瑁,47177
动物,牛蛙,47412
动物,壁虎,47520
动物,响尾蛇,52556
动物,娃娃鱼,52688
动物,水蛇,53307
动物,竹叶青,54377
动物,长虫,61950
动物,蛤蚧,63499
动物,海蛇,71503
动物,贝,932
动物,蟹,2406
动物,虾,2426
动物,鲨,3035
动物,蚌,3348
动物,宝贝,7782
动物,海参,13669
动物,金鱼,19376
动物,海绵,21404
动物,对虾,23735
动物,鲍鱼,27772
动物,牡蛎,27898
动物,黄鱼,30055
动物,带鱼,31619
动物,龙虾,32171
动物,螺蛳,32477
动物,泥鳅,35619
动物,河蟹,38791
动物,草鱼,40766
动物,水母,40991
动物,飞鱼,41477
动物,沙丁鱼,42755
动物,扇贝,42766
动物,章鱼,43045
动物,青鱼,43195
动物,金枪鱼,43356
动物,海蜇,43398
动物,海星,43400
动物,乌贼,45351
动物,田螺,45912
动物,蛤蜊,46267
动物,河豚,47956
动物,银鱼,48089
动物,比目鱼,54629
动物,青虾,54922
动物,钉螺,55605
动物,海胆,57749
动物,罗非鱼,59746
动物,珊瑚虫,62683
动物,梭子蟹,66667
动物,鳗鲡,66901
动物,海鳗,68731
动物,珍珠贝,69488
动物,刺参,70024
动物,海葵,71133
动物,法螺,71937
动物,蛏子,77039
动物,毛蚶,81235
动物,蜂,2198
动物,蝶,2443
动物,蚁,2723
动物,蚕,2757
动物,蚊,2783
动物,蝇,2940
动物,蝉,3183
动物,蛾,3389
动物,蚤,3459
动物,蛆,4827
动物,蜜蜂,15843
动物,棉铃虫,22234
动物,蝗虫,22398
动物,蜻蜓,27486
动物,甲虫,30716
动物,白蚁,35356
动物,萤火虫,36559
动物,臭虫,38103
动物,蜂王,38857
动物,螳螂,43498
动物,蚜虫,43602
动物,果蝇,43745
动物,蜉蝣,50318
动物,飞蝗,50756
动物,金龟子,54116
动物,柞蚕,56708
动物,工蜂,57860
动物,家蚕,57862
动物,凤蝶,58017
动物,瓢虫,62907
动物,蚕蛾,63313
动物,蚍蜉,64346
动物,螟虫,65023
动物,雄蜂,65861
动物,蝼蛄,67218
动物,胡蜂,67835
动物,玉米螟,69809
动物,粉蝶,70497
动物,尺蠖,71594
动物,雌蜂,74260
动物,象鼻虫,75912
动物,地老虎,77241
动物,斑蝥,78651
植物,实,93
植物,果,158
植物,花,402
植物,核,895
植物,肉,952
植物,叶,977
植物,蒂,1389
植物,仁,1475
植物,苗,1590
植物,森林,1591
植物,蕾,2282
植物,芽,2472
植物,柄,2650
植物,穗,2798
植物,瓣,2852
植物,秧,2906
植物,笋,2956
植物,禾,3039
植物,草原,3200
植物,苞,3423
植物,糠,3442
植物,瓤,3497
植物,荚,4362
植物,树林,4614
植物,草地,5308
植物,果实,6679
植物,植被,8101
植物,天花,8324
植物,花朵,9725
植物,乔木,10842
植物,灌木,10988
植物,丛林,11154
植物,果子,12235
植物,瞎子,13281
植物,草丛,13442
植物,花瓣,15430
植物,树丛,15878
植物,草本植物,17074
植物,叶片,19086
植物,苗子,20616
植物,花粉,21341
植物,苗木,21622
植物,小叶,25346
植物,幼苗,27575
植物,果皮,29063
植物,花序,30469
植物,干果,33217
植物,花冠,35726
植物,秧苗,36052
植物,麦苗,36704
植物,果肉,37635
植物,子房,38616
植物,浆果,39069
植物,坚果,40197
植物,菌类,42440
植物,花蕊,43053
植物,禾苗,43676
植物,叶脉,50480
植物,松针,50678
植物,柱头,52660
植物,花托,54242
植物,地衣,54726
植物,秧子,54954
植物,雄蕊,56215
植物,雌蕊,58080
植物,桑葚,58474
植物,花萼,58897
植物,雌花,62890
植物,瓤子,65307
植物,花苗,65314
植物,壮苗,66508
植物,花骨朵,66616
植物,叶芽,74603
植物,花芽,80912
植物,松塔儿,87900
植物,李,476
植物,兰,688
植物,树,742
植物,木,770
植物,草,830
植物,松,901
植物,粮食,971
植物,杨,975
植物,粮,1075
植物,麦,1159
植物,梅,1214
植物,谷,1366
植物,豆,1450
植物,竹,1538
植物,瓜,1561
植物,柳,1675
植物,桂,1716
植物,葡萄,1787
植物,桃,1849
植物,柏,1935
