parent_category,item,item_rank
植物,稻,1973
植物,蔬菜,2059
植物,杉,2067
植物,菊,2246
植物,葱,2332
植物,杏,2529
植物,梨,2541
植物,荆,2567
植物,薇,2570
植物,枣,2615
植物,枫,2691
植物,栗,2733
植物,蒜,2793
植物,菱,2839
植物,柿,3024
植物,榆,3057
植物,橘,3060
植物,槐,3113
植物,榕,3217
植物,桦,3221
植物,樟,3357
植物,粱,3363
植物,水果,3653
植物,玉米,4114
植物,小麦,4289
植物,苹果,4455
植物,树木,4941
植物,玫瑰,5291
植物,水稻,5306
植物,萝卜,6010
植物,牡丹,6233
植物,花卉,6664
植物,果树,7461
植物,辣椒,7823
植物,西瓜,8842
植物,大豆,9005
植物,菊花,11326
植物,黄瓜,11786
植物,香蕉,12080
植物,花草,12810
植物,芙蓉,13083
植物,胡萝卜,13117
植物,树干,13898
植物,荷花,14278
植物,高粱,14388
植物,桂花,14704
植物,玉兰,14907
植物,小米,15565
植物,番茄,15671
植物,芦苇,15687
植物,荔枝,16081
植物,梧桐,16108
植物,谷物,16819
植物,杜鹃,17349
植物,早稻,17492
植物,银杏,17598
植物,青菜,17641
植物,绿豆,17723
植物,石榴,18325
植物,稻谷,18405
植物,山楂,18426
植物,野菜,18571
植物,黄豆,18880
植物,牧草,19587
植物,马铃薯,19651
植物,棕榈,19662
植物,芒果,19667
植物,茄子,19687
植物,芹菜,20203
植物,南瓜,20214
植物,菠菜,20271
植物,草莓,20847
植物,樱花,20910
植物,冬瓜,21711
植物,洋葱,22617
植物,谷子,22653
植物,五谷,22827
植物,花丛,23413
植物,大白菜,23513
植物,鲜果,23990
植物,龙眼,24006
植物,树梢,24253
植物,檀香,24554
植物,杂粮,24688
植物,大麦,25073
植物,青稞,25945
植物,芭蕉,27225
植物,昙花,27342
植物,郁金香,28209
植物,胡杨,28549
植物,月季,29060
植物,苦瓜,29524
植物,晚稻,29799
植物,蚕豆,30011
植物,毛竹,31426
植物,雪松,32177
植物,山茶,32310
植物,猕猴桃,32387
植物,仙人掌,32668
植物,荞麦,33420
植物,树冠,33577
植物,燕麦,33683
植物,山芋,33725
植物,无花果,34338
植物,柑橘,34482
植物,杨梅,34845
植物,扁豆,34856
植物,紫罗兰,34961
植物,黑豆,34977
植物,青豆,35922
植物,冬小麦,35965
植物,菩提树,36684
植物,金银花,37140
植物,甜瓜,37166
植物,冬青,37620
植物,丝瓜,38038
植物,紫檀,38236
植物,沉香,38744
植物,哈密瓜,40754
植物,云杉,40979
植物,黄米,43532
植物,铁树,43593
植物,睡莲,43681
植物,籼稻,44238
植物,牵牛花,44936
植物,毛豆,44986
植物,石竹,45144
植物,紫竹,45412
植物,甘蓝,45651
植物,药草,45869
植物,菜瓜,45898
植物,君子兰,46203
植物,荠菜,46446
植物,菜豆,46522
植物,红松,46552
植物,紫藤,46630
植物,月桂,46726
植物,豆荚,46867
植物,番薯,47535
植物,黑麦,48688
植物,莴笋,48753
植物,榴莲,48887
植物,刺槐,49318
植物,柿子椒,50041
植物,落叶松,50044
植物,夹竹桃,50116
植物,水杉,50426
植物,粳稻,50455
植物,黄杨,50720
植物,马齿苋,50732
植物,茭白,50835
植物,春小麦,50915
植物,常春藤,51421
植物,莴苣,52284
植物,杨桃,52408
植物,芡实,52958
植物,凤梨,53258
植物,马尾松,53501
植物,中稻,54218
植物,紫薇,54827
植物,含羞草,54902
植物,沙枣,54928
植物,侧柏,55055
植物,碧桃,55629
植物,阔叶树,57065
植物,赤豆,57098
植物,斑竹,57896
植物,马蹄莲,58514
植物,秋海棠,58673
植物,珙桐,58767
植物,白皮松,60508
植物,菠萝蜜,60684
植物,鸡冠花,60885
植物,毛白杨,62031
植物,蒲草,62295
植物,花椰菜,62711
植物,龙须草,63258
植物,针叶树,63550
植物,蓬蒿,63804
植物,芨芨草,64712
植物,一品红,64754
植物,银杉,65006
植物,凤仙花,65078
植物,金瓜,65248
植物,旱稻,65294
植物,美人蕉,65510
植物,刀豆,66835
植物,甜橙,67278
植物,文竹,67865
植物,罗汉松,68109
植物,水松,68225
植物,蒿子,68506
植物,树墩,69141
植物,大丽花,69625
植物,狗尾草,70218
植物,水曲柳,71427
植物,晚香玉,73725
植物,糯稻,74333
植物,仙人球,76504
植物,慈姑,78487
人体,发,37
人体,体,138
人体,头,181
人体,身,231
人体,须,531
人体,毛,717
人体,身体,808
人体,皮,810
人体,肉,952
人体,尸,1693
人体,眉,1723
人体,肤,1777
人体,肌,1895
人体,人体,1930
人体,头发,1964
人体,筋,2253
人体,骨干,2591
人体,躯,2624
人体,身子,2707
人体,椎,2862
人体,皮肤,3139
人体,睫,3197
人体,鬓,3342
人体,尸体,3457
人体,胡子,4909
人体,肌肉,5482
人体,遗体,5740
人体,关节,7277
人体,肉体,7527
人体,眉毛,9180
人体,下身,9880
人体,身躯,10131
人体,骨髓,11956
人体,形体,12424
人体,骨骼,12714
人体,肌肤,12831
人体,上身,12969
人体,脊椎,14143
人体,眉睫,14439
人体,胡须,15092
人体,心肌,16103
人体,骨架,16169
人体,上体,18229
人体,须发,18847
人体,睫毛,19737
人体,骨质,19842
人体,毛发,20243
人体,皮层,20394
人体,肋骨,20490
人体,肌体,21183
人体,尸骨,23301
人体,表皮,24772
人体,颈椎,27357
人体,木乃伊,28533
人体,软骨,28569
人体,真皮,29174
人体,腰椎,29921
人体,颅骨,30273
人体,后身,30747
人体,躯干,31357
人体,汗毛,32280
人体,椎骨,32988
人体,躯壳,33050
人体,骨节,33156
人体,脊柱,33370
人体,股骨,34993
人体,椎间盘,39043
人体,僵尸,40019
人体,脊梁骨,40033
人体,鬓发,41527
人体,鬓角,42545
人体,胎发,43110
人体,骨盆,43209
人体,毛囊,44626
人体,锁骨,45699
人体,胸骨,46641
人体,形骸,46755
人体,颌骨,47508
人体,胫骨,48954
人体,眼睫毛,49265
人体,胴体,49464
人体,肩胛骨,49911
人体,汗腺,51505
人体,坐骨,53097
人体,平滑肌,53256
人体,指骨,53479
人体,肋条,55452
人体,阴毛,59557
人体,腓骨,61961
人体,髋骨,62463
人体,胸椎,63060
人体,筋络,64231
人体,肱骨,64537
人体,尾骨,66200
人体,额骨,67355
人体,枕骨,67687
人体,腋毛,68177
人体,骨膜,69065
人体,耻骨,70006
人体,趾骨,70792
人体,髌骨,72620
人体,胎毛,74825
人体,骶骨,75213
人体,面,91
人体,目,238
人体,口,266
人体,眼,381
人体,首,463
人体,眼睛,621
人体,脸,645
人体,额,933
人体,顶,994
人体,睛,1068
人体,牙,1076
人体,耳,1142
人体,颜,1526
人体,鼻,1578
人体,舌,1982
人体,唇,2014
人体,齿,2092
人体,咽,2384
人体,喉,2416
人体,嗓,2483
人体,人中,2484
人体,颊,2845
人体,颅,3030
人体,眶,3052
人体,吭,3121
人体,腮,3252
人体,脑袋,3552
人体,鼻子,3707
人体,耳朵,3792
人体,腭,4066
人体,面孔,4920
人体,头顶,6397
人体,眉头,6770
人体,牙齿,6805
人体,嘴巴,7317
人体,喉咙,9575
人体,眼珠,10015
人体,眼皮,10902
人体,嘴角,11055
人体,咽喉,12121
人体,眼角,12840
人体,眼目,12849
人体,口腔,12987
人体,眼帘,14141
人体,眼眶,14349
人体,头颅,15189
人体,眼球,16285
人体,鼻孔,16573
人体,眼圈,17382
人体,大牙,17675
人体,牙关,18284
人体,肉眼,18369
人体,脸面,19975
人体,五官,20199
人体,鼻梁,21356
人体,眼底,21517
人体,角膜,22704
人体,眸子,24367
人体,瞳孔,24395
人体,面庞,25040
人体,颜面,25276
人体,视网膜,25859
人体,口角,26068
人体,太阳穴,27084
人体,额角,28047
人体,眼窝,28404
人体,眉梢,29336
人体,鼻尖,29664
人体,眼睑,31048
人体,声带,31827
人体,鼻腔,32034
人体,舌苔,32745
人体,耳根,33823
人体,眉宇,34533
人体,下颌,34661
人体,盲点,38769
人体,腮帮子,39970
人体,酒窝,40293
人体,嘴皮子,40395
人体,结膜,42737
人体,脸蛋儿,43268
人体,耳垂,44153
人体,牙床,44166
人体,笑靥,44317
人体,七窍,44790
人体,中耳,44847
人体,眉心,45141
人体,天庭,46413
人体,鼻翼,46780
人体,视神经,47903
人体,双眼皮,48579
人体,眼白,50432
人体,内耳,50856
人体,腮腺,51163
人体,鼻头,51518
人体,晶状体,52439
人体,虹膜,52806
人体,嘴头,56894
人体,鼓膜,58089
人体,单眼皮,58518
人体,黄斑,58935
人体,犬齿,59114
人体,外耳,59121
人体,齿龈,59265
人体,白眼珠,60075
人体,耳朵眼儿,60080
人体,臼齿,60825
人体,眼泡,60916
人体,虎牙,61086
人体,上颌,62127
人体,眼梢,62153
人体,味蕾,63431
人体,巩膜,64451
人体,板牙,64549
人体,眼压,65212
人体,釉质,65681
人体,耳轮,70738
人体,脸盘儿,78363
人体,手,152
人体,领,320
人体,指,323
人体,项,419
人体,足,586
人体,股,638
人体,背,841
人体,脚,847
人体,掌,1058
人体,奶,1078
人体,腿,1180
人体,胸,1361
人体,腰,1501
人体,肩,1579
人体,拳,1709
人体,胁,1712
人体,肚,1719
人体,乳,1766
人体,腹,2003
人体,膀,2036
人体,臂,2056
人体,脖,2163
人体,颈,2272
人体,膝,2431
人体,肢,2448
人体,膊,2552
人体,腕,2574
人体,臀,2967
人体,趾,3019
人体,拇,3059
人体,肘,3067
人体,手指,3079
人体,肋,3104
人体,脐,3312
人体,腋,3411
人体,肚子,3482
人体,踝,4134
人体,中指,4187
人体,胯,4541
人体,肩膀,4824
人体,胳膊,5001
人体,拳头,5691
人体,屁股,5873
人体,指头,8309
人体,拇指,8911
人体,手掌,8978
人体,胸口,8979
人体,四肢,9745
人体,大腿,9970
人体,胸脯,11976
人体,胸膛,12009
人体,指甲,12139
人体,肩头,12247
人体,脚跟,12658
人体,乳腺,12813
人体,脊梁,13915
人体,肢体,14224
人体,乳房,14701
人体,手心,15172
人体,食指,15970
人体,指纹,17078
人体,肚皮,17093
人体,小腿,18184
人体,手指头,18438
人体,手背,18617
人体,五指,19653
人体,脚趾,19917
人体,脚尖,20335
人体,下肢,21872
人体,膀子,22464
人体,背脊,26208
人体,小腹,28832
人体,肚脐,30012
人体,脐带,30685
人体,乳头,31901
人体,小指,32191
人体,脚板,32514
人体,腰身,34052
人体,奶头,35568
人体,肩胛,36429
人体,脚掌,36654
人体,丹田,36697
人体,上肢,39389
人体,无名指,39403
人体,前臂,40866
人体,肘子,40912
人体,脚背,41639
人体,奶子,41791
人体,脚心,42853
人体,会阴,48850
人体,上臂,49648
人体,腿肚子,50510
人体,脚腕,51418
人体,膀臂,53242
人体,趾甲,53762
人体,脚脖子,55880
人体,腰眼,57703
人体,腹股沟,58174
人体,肩窝,75180
人体,肘腋,78241
人体,肘窝,80364
人体,精,399
人体,脑,697
人体,血,707
人体,脉,1725
人体,胃,1807
人体,肺,1872
人体,肠,1910
人体,肝,1962
人体,肾,2289
人体,卵,2382
人体,神经,2425
人体,胰,3238
人体,血液,3806
人体,脑子,4279
人体,血管,4802
人体,大脑,5286
人体,血压,6562
人体,脑海,7764
人体,动脉,8566
人体,气管,8807
人体,脉搏,12526
人体,子宫,13870
人体,静脉,14006
人体,神经系统,14212
人体,呼吸道,16361
人体,大肠,17097
人体,脉络,17170
人体,脊髓,17272
人体,精子,19401
人体,血清,19919
人体,前列腺,20608
人体,后脑,21914
人体,神经元,22042
人体,卵巢,23955
人体,阴道,24084
人体,生殖器,24241
人体,血型,24679
人体,血浆,25097
人体,支气管,25594
人体,小肠,26446
人体,中枢神经,26536
人体,结肠,26825
人体,脑膜,27286
人体,肛门,28005
人体,卵子,28153
人体,直肠,28262
人体,白细胞,28353
人体,呼吸系统,30447
人体,脑神经,30680
人体,食道,30827
人体,心率,30982
人体,青筋,31539
人体,睾丸,31668
人体,胆囊,31828
人体,小脑,31838
人体,血小板,31848
人体,心律,31875
人体,精液,31949
人体,红细胞,31969
人体,尿道,36430
人体,阑尾,36541
人体,毛细血管,38025
人体,十二指肠,38218
人体,冠状动脉,39372
人体,血红蛋白,39976
人体,搏动,40654
人体,微循环,42661
人体,脑干,43824
人体,主动脉,43965
人体,脑浆,45632
人体,血细胞,45674
人体,舒张,46151
人体,输卵管,46440
人体,杂音,46504
人体,腰子,47630
人体,肺叶,50003
人体,幽门,50706
人体,盲肠,51284
人体,脑室,52296
人体,胆管,53176
人体,处女膜,55463
人体,胸膜,55836
人体,坐骨神经,56647
人体,心音,56958
人体,输尿管,58077
人体,肺泡,58555
人体,尿泡,59406
人体,输精管,63257
人体,贲门,63819
人体,肾盂,65476
人体,面神经,67120
容貌,高,115
容貌,相,184
容貌,人才,489
容貌,容,499
容貌,秀,954
容貌,肥,1297
容貌,貌,1507
容貌,帅,1562
容貌,胖,1627
容貌,瘦,1659
容貌,俊,1736
容貌,丑,1794
容貌,漂亮,1970
容貌,矮,2224
容貌,俏,2703
容貌,面貌,2872
容貌,脸色,3507
容貌,靓,3639
容貌,高大,3966
容貌,模样,4626
容貌,面目,5022
容貌,矬,5354
容貌,眼神,5697
容貌,美人,6191
容貌,巨人,6604
容貌,美女,8162
容貌,秀丽,9291
容貌,肥胖,9514
容貌,大汉,10149
容貌,胖子,10433
容貌,面色,10941
容貌,面相,10948
容貌,面容,10966
容貌,英俊,11346
容貌,相貌,11394
容貌,容貌,11701
容貌,丰满,12275
容貌,长相,13410
容貌,眼色,13592
容貌,秀美,13728
容貌,美貌,13855
容貌,矮小,14108
容貌,丑陋,14247
容貌,麻子,16605
容貌,秋水,16847
容貌,轻盈,17004
容貌,佳人,17736
容貌,清秀,18287
容貌,瘦小,18338
容貌,瘦削,19371
容貌,魁梧,20148
容貌,愁眉,20376
容貌,肥大,20430
容貌,苗条,20481
容貌,俏皮,20727
容貌,粗大,21077
容貌,笨重,21565
容貌,短小,21851
容貌,修长,21886
容貌,眉目,22356
容貌,标致,23683
容貌,婷婷,24013
容貌,容颜,24216
容貌,嘴脸,24893
容貌,俊美,25992
容貌,泪眼,26282
容貌,红颜,26457
容貌,气色,28203
容貌,浓眉,28664
容貌,音容,28947
容貌,天仙,29123
容貌,姿色,29511
容貌,西施,29924
容貌,矮子,29999
容貌,俊秀,30604
容貌,秀气,31661
容貌,俊俏,32301
容貌,清瘦,33047
容貌,俏丽,33731
容貌,眉眼,34185
容貌,丰腴,34736
容貌,眯缝,35268
容貌,水灵,35657
容貌,亭亭玉立,36044
容貌,惺忪,37357
容貌,遗容,37414
容貌,丰盈,37534
容貌,绰约,37632
容貌,寒碜,37706
容貌,龙钟,38193
容貌,娇媚,39067
容貌,国色,39449
容貌,秋波,40343
容貌,粗重,40782
容貌,眉清目秀,40784
容貌,瘦子,41642
容貌,枯瘦,41869
容貌,眼波,42244
容貌,颀长,42356
容貌,胖乎乎,43625
容貌,姿容,44695
容貌,清癯,44726
容貌,瘦骨嶙峋,44931
容貌,姣好,45087
容貌,妖艳,45146
容貌,彪形大汉,45276
容貌,大块头,45373
容貌,精瘦,46501
容貌,尤物,47879
容貌,敦实,48520
容貌,面黄肌瘦,48609
容貌,娟秀,49001
容貌,柔媚,49125
容貌,大腹便便,50064
容貌,肥壮,50256
容貌,胖墩儿,50680
容貌,绝色,50973
容貌,脸子,51257
容貌,醉眼,51419
容貌,癞子,51597
容貌,丑八怪,51671
容貌,肥硕,53023
容貌,袅娜,53197
容貌,粗笨,53451
容貌,夜叉,54938
容貌,婵娟,55279
容貌,小家碧玉,55364
容貌,五大三粗,56087
容貌,倾国倾城,57518
容貌,妖冶,57816
容貌,纤瘦,60154
容貌,剑眉,61155
容貌,贼眼,61789
容貌,妖媚,61792
容貌,富态,61839
容貌,肉头,63655
容貌,柳眉,64181
容貌,细挑,64989
容貌,肥实,65616
容貌,姣美,66181
容貌,虚胖,66461
容貌,明眸皓齿,67455
容貌,脑满肠肥,69049
容貌,胖墩墩,69585
容貌,袅袅婷婷,70234
容貌,五短身材,71677
容貌,矮墩墩,71822
容貌,秀媚,76564
容貌,矬子,76845
容貌,瘦瘠,78386
容貌,獐头鼠目,79657
疾病,疫,1801
疾病,艾滋病,2447
疾病,瘟,3279
疾病,肺炎,3677
疾病,中毒,5050
疾病,传染病,5163
疾病,感冒,7749
疾病,天花,8324
疾病,糖尿病,8512
疾病,精神病,9497
疾病,骨折,12884
疾病,肝炎,12900
疾病,流行病,13140
疾病,烧伤,13386
疾病,中风,13641
疾病,疫病,13975
疾病,疟疾,14926
疾病,白血病,15261
疾病,伤寒,15502
疾病,炭疽,15677
疾病,霍乱,15884
疾病,近视,16251
疾病,贫血,17163
疾病,瘟疫,17299
疾病,白内障,17663
疾病,后遗症,18490
疾病,冠心病,18939
疾病,关节炎,19347
疾病,鼠疫,19741
疾病,肺结核,20068
疾病,休克,20403
疾病,职业病,20889
疾病,并发症,20957
疾病,白痴,21684
疾病,歇斯底里,22802
疾病,神经病,23879
疾病,癫痫,24297
疾病,地方病,25634
疾病,慢性病,25762
疾病,痢疾,26009
疾病,麻疹,26591
疾病,触电,27472
疾病,神经衰弱,28747
疾病,猝死,29147
疾病,精神分裂症,29294
疾病,中暑,29769
疾病,胃炎,31820
疾病,肠炎,32501
疾病,脑溢血,33384
疾病,风湿病,33465
疾病,耳鸣,33729
疾病,斜视,33938
疾病,肥胖症,34016
疾病,冻伤,34391
疾病,狂犬病,34483
疾病,小儿麻痹症,35006
疾病,肾炎,36169
疾病,心绞痛,37272
疾病,虚脱,39846
疾病,尿毒症,39966
疾病,破伤风,40266
疾病,青光眼,41624
疾病,心力衰竭,41938
疾病,鼻炎,42910
疾病,栓塞,42978
疾病,龋齿,43105
疾病,癫狂,43713
疾病,败血症,43762
疾病,阑尾炎,43890
疾病,肺气肿,44231
疾病,晕船,44763
疾病,色盲,45604
疾病,白喉,45727
疾病,脑震荡,45977
疾病,神经错乱,47175
疾病,偏头痛,47320
疾病,痨病,48043
疾病,疮疤,48443
疾病,胆囊炎,48779
疾病,肾结石,50030
疾病,肠梗阻,50107
疾病,百日咳,50237
疾病,黄热病,50339
疾病,角膜炎,51031
疾病,内出血,51363
疾病,血友病,51576
疾病,佝偻病,51637
疾病,心肌炎,52037
疾病,喉炎,52498
疾病,结膜炎,53184
疾病,尘肺,53311
疾病,沙眼,53555
疾病,晕车,53854
疾病,猩红热,54645
疾病,远视,55050
疾病,痛风,55286
疾病,黑热病,55617
疾病,瘟病,56210
疾病,急性病,56577
疾病,肺水肿,56853
疾病,脓肿,57705
疾病,散光,57738
疾病,疝气,57967
疾病,痈疽,58644
疾病,肩周炎,59862
疾病,水痘,60078
疾病,时疫,60171
疾病,风疹,60412
疾病,谵妄,61292
疾病,脱位,61485
疾病,大骨节病,61770
疾病,咽炎,62026
疾病,口疮,62087
疾病,腹膜炎,63271
疾病,鼻窦炎,63564
疾病,克山病,63733
疾病,放射病,64808
疾病,复视,65691
疾病,坏血病,66632
疾病,胸膜炎,66702
疾病,盲肠炎,66740
疾病,高山病,68309
疾病,回归热,70585
疾病,雪盲,70681
疾病,副伤寒,71818
疾病,脊髓炎,71857
疾病,白痢,75062
疾病,脑充血,76467
疾病,赤痢,79528
医疗,治,312
医疗,医,471
医疗,医院,535
医疗,检查,544
医疗,药,734
医疗,医疗,947
医疗,散,987
医疗,治疗,992
医疗,疗,1046
医疗,医生,1137
医疗,丹,1269
医疗,患者,1325
医疗,医学,1554
医疗,病人,1556
医疗,诊,1703
医疗,药品,2107
医疗,丸,2490
医疗,药物,2515
医疗,抢救,2727
医疗,中医,2837
医疗,临床,3290
医疗,大夫,3512
医疗,安定,3626
医疗,诊断,3634
医疗,中药,4158
医疗,医务,4940
医疗,护士,5104
医疗,外科,5718
医疗,医护,6143
医疗,救治,6193
医疗,急救,6333
医疗,安宁,6804
医疗,挽救,6828
医疗,病房,6849
医疗,救护,6874
医疗,护理,7023
医疗,维生素,7074
医疗,医师,7274
医疗,伤员,7328
医疗,药材,7481
医疗,医治,7644
医疗,看病,7825
医疗,医科,8008
医疗,门诊,8184
医疗,确诊,8341
医疗,病床,10238
医疗,军医,10271
医疗,西医,10449
医疗,制剂,10644
医疗,草药,12274
医疗,兽医,12330
医疗,就医,12458
医疗,行医,12500
医疗,诊所,12565
医疗,药店,13291
医疗,内科,13798
医疗,救护车,14449
医疗,卫生院,14788
医疗,会诊,15317
医疗,守候,15455
医疗,药剂,16316
医疗,抗生素,16457
医疗,产科,16827
医疗,药房,16851
医疗,纱布,17306
医疗,医术,17952
医疗,急诊,18230
医疗,担架,18809
医疗,西药,19234
医疗,看护,19249
医疗,诊疗,19279
医疗,儿科,19883
医疗,绷带,20379
医疗,药水,21335
医疗,妇科,21539
医疗,药性,21739
医疗,药理,22316
医疗,胰岛素,23635
医疗,安眠药,23793
医疗,药味,24139
医疗,病员,24738
医疗,乙醇,24990
医疗,青霉素,26265
医疗,随访,27465
医疗,针头,27635
医疗,避孕药,29019
医疗,膏药,29164
医疗,神医,29811
医疗,出诊,29996
医疗,药片,30165
医疗,郎中,30211
医疗,抗药性,31455
医疗,假肢,31810
医疗,卫生员,32319
医疗,医书,32542
医疗,药丸,32677
医疗,金针,33021
医疗,牙医,33288
医疗,药铺,34719
医疗,注射器,34779
医疗,银针,35879
医疗,医理,36402
医疗,医务室,36808
医疗,初诊,37810
医疗,咖啡因,38676
医疗,假牙,39281
医疗,药膏,39805
医疗,巡诊,40026
医疗,病夫,42420
医疗,医道,43594
医疗,药酒,44489
医疗,药粉,44792
医疗,候诊,45630
医疗,药草,45869
医疗,病家,46128
医疗,阿司匹林,46760
医疗,复诊,47147
医疗,听诊器,49703
医疗,庸医,49706
医疗,磺胺,50007
医疗,红霉素,51720
医疗,照护,51945
医疗,体温计,52243
医疗,链霉素,52405
医疗,氯霉素,53825
医疗,鱼肝油,54188
医疗,丸药,55098
医疗,奎宁,55701
医疗,福尔马林,56277
医疗,泻药,56576
医疗,助产士,57039
医疗,家庭病床,58922
医疗,医士,59118
医疗,保健站,59445
医疗,产院,59654
医疗,应诊,60230
医疗,药棉,60355
医疗,庆大霉素,60536
医疗,产婆,60800
医疗,红药水,62051
医疗,高锰酸钾,62666
医疗,血压计,63256
医疗,橡皮膏,63524
医疗,诊察,64256
医疗,病包儿,66971
医疗,硝酸甘油,67131
医疗,药石,67891
医疗,丸剂,68179
医疗,栓剂,68985
医疗,紫药水,69262
医疗,药罐子,72458
医疗,金霉素,73817
医疗,药捻子,88094
社会关系,儿,159
社会关系,老,160
社会关系,女,180
社会关系,同志,203
社会关系,孩子,253
社会关系,先生,266
社会关系,青年,384
社会关系,男,470
社会关系,夫,503
社会关系,年轻,540
社会关系,父,612
社会关系,女人,793
社会关系,女子,795
社会关系,弟,795
社会关系,汉,796
社会关系,妇女,815
社会关系,少年,820
社会关系,儿童,823
社会关系,老人,864
社会关系,男子,897
社会关系,娘,920
社会关系,妇,951
社会关系,姑娘,1109
社会关系,兄,1110
社会关系,男人,1243
社会关系,太太,1354
社会关系,君,1380
社会关系,小姐,1484
社会关系,幼,1522
社会关系,丈夫,1530
社会关系,兄弟,1579
社会关系,女性,1640
社会关系,大人,1810
社会关系,男女,1857
社会关系,翁,2257
社会关系,嫂,2308
社会关系,女士,2311
社会关系,成人,2397
社会关系,老年,2558
社会关系,青春,2985
社会关系,中年,3563
社会关系,儿女,3619
社会关系,少女,3752
社会关系,男性,3764
社会关系,小伙子,3804
社会关系,婴儿,3947
社会关系,老大,4041
社会关系,幼儿,4326
社会关系,老太太,4549
社会关系,爷爷,5347
社会关系,妇人,5708
社会关系,小子,5844
社会关系,晚年,6051
社会关系,童年,6092
社会关系,大娘,6373
社会关系,汉子,6744
社会关系,娃娃,6966
社会关系,老人家,7008
社会关系,小人,7030
社会关系,小儿,7048
社会关系,阁下,7660
社会关系,老汉,7745
社会关系,年青,8401
社会关系,老少,8532
社会关系,小朋友,9025
社会关系,后生,9335
社会关系,幼稚,9500
社会关系,娘子,10016
社会关系,长老,10044
社会关系,少爷,10107
社会关系,老头子,10722
社会关系,知青,10757
社会关系,父老,10848
社会关系,女郎,11037
社会关系,大妈,11071
社会关系,处女,11205
社会关系,壮年,11780
社会关系,老太婆,12170
社会关系,老头儿,12218
社会关系,老者,12429
社会关系,小弟,12541
社会关系,闺女,12573
社会关系,老夫,12888
社会关系,乖乖,13157
社会关系,男子汉,13481
社会关系,幼年,13773
社会关系,宝宝,14338
社会关系,小鬼,14715
社会关系,年迈,15265
社会关系,巾帼,15898
社会关系,幼小,16300
社会关系,公公,17038
社会关系,赤子,18282
社会关系,少妇,18970
社会关系,妇幼,19054
社会关系,男儿,20617
社会关系,孩童,20649
社会关系,青春期,20890
社会关系,老小,21286
社会关系,老大娘,22100
社会关系,老娘,23416
社会关系,少奶奶,23771
社会关系,老奶奶,23813
社会关系,老婆子,24968
社会关系,小孩儿,25114
社会关系,老爹,26178
社会关系,老大爷,26781
社会关系,更年期,27957
社会关系,妇孺,29754
社会关系,老翁,29973
社会关系,娃子,30069
社会关系,相公,31039
社会关系,婴孩,31281
社会关系,老婆婆,31458
社会关系,暮年,31988
社会关系,妙龄,33173
社会关系,闺秀,33229
社会关系,老妪,33236
社会关系,孺子,33624
