definition_id,pinyin_id,ref_hanzi,ref_pinyin,definition_sn,pos,definition_cn
71784,51566,,,1,动词,用劲
71785,51567,,,1,,各有各的爱好
71786,51568,,,1,副词,猛然；冷不防
71787,51569,,,1,名词,骨盆下部靠近外生殖器的左右两块骨头
71788,51570,,,1,名词,十分诚挚的心意
71789,51570,,,2,形容词,十分诚挚
71790,51571,,,1,形容词,平庸
71791,51572,,,1,名词,落叶乔木，羽状复叶。果实也叫山核桃，表面密生黄鳞毛。鲜核仁脱涩后可以吃，也可以榨油。木质坚韧，可做家具、枪托等
71792,51573,,,1,动词,错误地听信
71793,51574,,,1,形容词,形容失意的样子
71794,51575,,,1,,讥讽人动不动就引经据典，卖弄才学
71795,51576,,,1,动词,吹牛拍马
71796,51577,,,1,名词,海参的一种。体呈圆柱形，前端口周有20个触手，背面有4—6行肉刺。再生力很强。可人工养殖
71797,51577,,,2,名词,多刺灌木，小枝密生直刺，叶近圆形，边缘有带短刺和刺毛的锯齿，果实球形。根、茎可以做药材
71798,51578,,,1,名词,日影移动一寸长的时间。指极短的时间
71799,51579,,,1,名词,错误；谬误
71800,51580,,,1,名词,慢性子的人
71801,51580,,,2,形容词,（脾气、性格）缓慢的
71802,51581,,,1,名词,建筑物地面上设置的排水孔，水通过它流入下水道
71803,51582,,,1,名词,支撑桥体的柱子
71804,51583,,,1,,递送纸条；借指上级部门或有权势的个人为某事给有关人写条子打招呼，要求予以通融照顾的不正之风
71805,51584,,,1,名词,土建工程中回填到低洼处的土石方
71806,51584,,,2,动词,土建工程中回填土石方
71807,51585,,,1,名词,田埂
71808,51585,,,2,名词,【垄】在耕地上培起的用来种植农作物的土埂
71809,51586,,,1,名词,饲养牲口的棚或围栏
71810,51587,,,1,名词,旧指出没于山林草莽的盗匪
71811,51588,,,1,名词,含肉类的食物
71812,51589,,,1,名词,对朋友妻子的敬称
71813,51590,,,1,形容词,自己感到内疚
71814,51591,,,1,形容词,浅显而直露；不委婉，不含蓄
71815,51592,,,1,名词,操作钻床的工种
71816,51592,,,2,名词,从事钻工工作的工人
71817,51593,,,1,名词,经过加工的熟肉干
71818,51594,,,1,动词,审理和判决案件
71819,51595,,,1,名词,某些地区指谷子
71820,51596,,,1,名词,一个地区生产和消费的主要粮食品种。如华北、东北地区的主粮是小麦和玉米
71821,51597,,,1,,对某种结果事先作出保证
71822,51598,,,1,名词,标点符号，形式有双书名号和单书名号两种。双书名号横排为“《》”，直排为“”；单书名号横排为“〈〉”，直排为“”。古籍或某些文史著作中的书名号可用浪线（~~~~~~~）。
71823,51599,,,1,名词,一个数中整数以外的尾数
71824,51600,,,1,动词,排斥；抛弃
71825,51601,,,1,动词,不得已；没有办法
71826,51602,,,1,名词,中药剂型之一。浓稠的糊状药剂，分内服、外用两种
71827,51603,,,1,名词,傣族、景颇族等民族的一种乐器，鼓身木制，形似象脚，鼓面蒙羊皮、牛皮或马皮。用手拍击鼓面，鼓声雄壮深沉
71828,51604,,,1,动词,牵挂
71829,51605,,,1,副词,按照惯例或常规
71830,51606,,,1,动词,访问旧友、故地
71831,51607,,,1,名词,多年生常绿草本植物，叶丛生，长条形，从叶丛中长出细长下垂的花轴，春夏间开白花。可盆栽供观赏
71832,51608,,,1,名词,庆祝生日的酒宴；特指老年人生日的酒宴
71833,51609,,,1,名词,加在点心或面包上的佐味辅料。如青丝、红丝、瓜子仁、葡萄干等
71834,51610,,,1,动词,侧着耳朵。表示很注意地听
71835,51611,,,1,名词,所管辖的地区
71836,51611,,,2,名词,所管辖地区的边界
71837,51612,,,1,名词,嫁接植物时承受接穗的植物体。如把大枣树枝嫁接到酸枣树上，酸枣树就是砧木
71838,51613,,,1,动词,随意地闲扯、聊天儿
71839,51614,,,1,名词,不含或仅含少量钙、镁等的可溶性盐类的水。软水煮沸基本不生成水垢。如正常的雨水、蒸馏水等
71840,51615,,,1,动词,按规定时间上班，从未缺勤；全勤
71841,51616,,,1,,得过且过，只图眼前的安逸
71842,51617,,,1,,【坠子】一种曲艺，流行于河南一带。主要用坠琴伴奏，故称。通称河南坠子的通称
71843,51618,,,1,,比喻依靠别人生存，迎合别人的意旨行事（鼻息：从鼻孔里出入的气息）
71844,51619,,,1,,古代一种酷刑，即车裂。把人的四肢和头分别拴在五辆马车上，然后驱马向五个方向奔驰，把人撕碎；泛指处以极刑。比喻把完整的东西分割得很零碎
71845,51620,,,1,,鱼骨头卡在喉咙里。比喻有话憋在心里，不说出来不痛快
71846,51621,,,1,,络腮胡子
71847,51622,,,1,名词,一种白糖，细软如绵，具有不易结成硬块、易溶于水等特点
71848,51623,,,1,,雪中送炭
71849,51624,,,1,动词,转动目光看（多指女子）
71850,51625,,,1,动词,用水冲洗身体；洗澡
71851,51626,,,1,动词,平定叛乱、暴乱
71852,51627,,,1,,《礼记·檀弓下》记载：春秋时齐国闹饥荒，黔敖在路旁施舍食物，对一个饥民说：“嗟!来食。”饥民说，我正是因为不吃“嗟来之食”，才饿成这个样子。后用“嗟来之食”指带有侮辱性的施舍
71853,51628,,,1,,既要以国家、集体的大局为重，又要照顾好个人利益
71854,51628,,,2,,解放初期特指对民族资本主义工商业的政策，兼顾公方（国家）和私方（资本家）的利益
71855,51629,,,1,名词,【莠】一年生草本植物，形状像禾，圆锥形花序密集成圆柱形，像狗尾，是常见的田间杂草。俗称狗尾草的俗称
71856,51630,,,1,动词,阻止；拦住
71857,51631,,,1,名词,中国画的一种，用彩色颜料和墨汁绘成的画
71858,51632,,,1,形容词,（器物）可着地或放置在地面上的
71859,51633,,,1,动词,（部队在紧急情况下）加快速度和延长日行进时间行军
71860,51634,,,1,动词,调整级别；晋级
71861,51635,,,1,,指长途骑马十分劳累；形容旅途或战斗生活十分辛苦疲劳
71862,51636,,,1,,自己夸自己卖的东西；比喻自我吹嘘
71863,51637,,,1,,以磁记录或光记录介质为载体的辞书。是电子出版物的一种
71864,51638,,,1,形容词,形容女子走路时体态轻柔优美的样子
71865,51639,,,1,名词,两性人
71866,51640,,,1,动词,斥责；指斥
71867,51640,,,2,形容词,（意气）奔放
71868,51641,,,1,,散布流言蜚语，拨弄是非
71869,51642,,,1,名词,古代挂在大门上的两块画着门神或写着门神名字的桃木板，据说可以避邪。五代时开始在上面贴春联，于是桃符便成为春联的别名
71870,51643,,,1,,旧指奔走于各地以卖艺、行医、算卦、相面等为生
71871,51644,,,1,名词,学生在上课间歇时间做的集体操，多是广播体操
71872,51645,,,1,名词,把谷物碾轧成米或面粉的作坊
71873,51646,,,1,,指往返于沿海、沿江的城市从事经商等活动
71874,51647,,,1,,即使漂亮女子坐在怀里也不胡思乱想。比喻男子作风正派
71875,51648,,,1,名词,地痞流氓
71876,51649,,,1,名词,空气进入胸膜腔所致的疾病，多因肺组织破裂、胸部创伤或诊疗时注入空气所致
71877,51650,,,1,名词,使流体压力降低到规定标准的阀门。常用以降低蒸气或压缩空气、液压油等的压力
71878,51651,,,1,名词,对吸鸦片成瘾的人的蔑称
71879,51652,,,1,动词,死亡
71880,51653,,,1,名词,古代儿童的发式，即把头发扎起来下垂着。借指儿童或儿童时期
71881,51654,,,1,动词,迎合有权势的人，企望得到宠信
71882,51655,,,1,名词,良性肿瘤，由脂肪组织构成，表现为皮下柔软肿块，与皮肤无粘连，可推动，一般没有特殊症状
71883,51656,,,1,动词,侵吞；侵蚀
71884,51657,,,1,名词,性情直爽的人
71885,51657,,,2,形容词,性情直爽
71886,51658,,,1,,茅塞顿开
71887,51659,,,1,,穿过云雾；也形容冲破阻碍，奋勇向前
71888,51660,,,1,动词,拱手作揖，互相谦让。古代宾主相见的一种礼节
71889,51661,,,1,,比喻两方相争，第三者轻易从中得利
71890,51662,,,1,动词,逃避艰苦的劳动或工作；偷懒
71891,51663,,,1,动词,借口有病
71892,51664,,,1,名词,黑色
71893,51665,,,1,,为防备外来侵害，相邻各处协同守卫瞭望，遇警互相通报支援
71894,51666,,,1,名词,船的桅杆
71895,51667,,,1,名词,妇女穿的一种裤子，较宽松，像裙子
71896,51668,,,1,动词,演员为达到某种目的而拒绝演出
71897,51669,,,1,形容词,形容略微有些凉
71898,51670,,,1,名词,老式剧场正厅前部的座位
71899,51671,,,1,名词,公务文书
71900,51672,,,1,形容词,形容物体很湿
71901,51673,,,1,动词,蜷曲萎缩
71902,51674,,,1,动词,含蓄委婉地规劝君主或尊长
71903,51675,,,1,动词,使友好和睦
71904,51676,,,1,,感激别人给予的恩惠并谋求回报对方
71905,51677,,,1,动词,生眼病
71906,51678,,,1,名词,对一个数进行开平方运算所得的数。如9的平方根是3和-3。在实数范围内，负数没有平方根
71907,51679,,,1,名词,藤本植物，叶互生，掌状分裂，花有红、黄、粉红等颜色，结黄色浆果。原产巴西，供观赏
71908,51680,,,1,名词,支出的款项
71909,51680,,,2,动词,将已经支出的款项、财物登入账簿
71910,51681,,,1,名词,供人冲浪时踏在脚下在水面滑行的板。一般用泡沫塑料制成，中间宽，前后两端稍窄
71911,51682,,,1,动词,显露出富有
71912,51683,,,1,名词,拌上毒药的诱饵
71913,51683,,,2,名词,药用的糕饼类食品
71914,51684,,,1,动词,戏曲演唱时，某字拖长音
71915,51685,,,1,,坐江山
71916,51686,,,1,名词,警察使用的可以放出高压电的特制棍棒
71917,51687,,,1,名词,密信
71918,51688,,,1,,一文钱也没有（名：占有；文：旧时币值最小的铜钱）。形容极其穷困
71919,51689,,,1,名词,用猪肉作原料制成的肉糜罐头食品
71920,51690,,,1,名词,用石头建成的牌坊
71921,51691,,,1,动词,参拜
71922,51692,,,1,动词,旧时在文书上签字或画押，表示承担责任
71923,51693,,,1,动词,请求援助
71924,51694,,,1,动词,竭力掩藏、遮盖
71925,51694,,,2,名词,藏掖的事
71926,51695,,,1,动词,戏剧演出时在幕后给演员提示台词
71927,51696,,,1,动词,迎合他人的意图，以博得欢心；特指侍奉父母，使高兴
71928,51697,,,1,动词,呵斥
71929,51698,,,1,动词,准确把握或搞清楚
71930,51699,,,1,,镜里的花，水里的月。比喻虚幻不实的东西
71931,51700,,,1,,比喻犯了错误或遭受挫折后便自暴自弃，向更坏的方向发展
71932,51701,,,1,形容词,形容机智、灵活，消息灵通，能掌握各方面的情况（六路：上、下、左、右、前、后）
71933,51702,,,1,名词,谦词，用于称自己的见解
71934,51703,,,1,名词,旧时镶嵌在窗间或屋顶上的、用以采光的半透明薄片。多用蛎、蚌等的壳磨制而成
71935,51704,,,1,动词,下棋时挪动棋子；也指下棋
71936,51705,,,1,名词,音高由高而低的声调
71937,51705,,,2,动词,降职调动
71938,51706,,,1,动词,混同冒充
71939,51707,,,1,,原为珠算口诀，意思是九除以九得一；后用来比喻事物几经周转最后又回到原处，相当于“归根到底”
71940,51708,,,1,,遗失在路上的东西都没人拾取。形容社会风气非常好
71941,51709,,,1,名词,驾驭车马的人
71942,51710,,,1,动词,将内情公开
71943,51710,,,2,动词,显示结果
71944,51711,,,1,名词,字母表中字母排列的先后顺序
71945,51712,,,1,,《庄子·秋水》里说，战国时有个燕国人到了赵国都城邯郸，看到那里的人走路姿势很美，就学习起来，结果不但没学会，反而连自己原来的走法也忘了，只好爬着回去。比喻盲目地模仿别人不成，反而把自己原有的技能也丢了
71946,51713,,,1,名词,表面有平整而短密的绒毛的棉织物。厚实柔软，适于做服装、鞋帽及舞台帘幕等
71947,51714,,,1,名词,【戳】〈口〉图章
71948,51715,,,1,名词,非凡的才干；杰出的人才
71949,51716,,,1,动词,旧时处决犯人时，把未犯死罪或暂缓执行死刑的人犯跟立即处决的犯人一同绑赴刑场；现比喻自己没做错事，却要跟着别人一起受责罚
71950,51717,,,1,动词,（肌肉等）抽搐
71951,51718,,,1,名词,一年生草本植物，耐干旱，叶子细长而尖，叶片有平行叶脉。籽实也叫黍子，淡黄色，去皮后称黄米，性黏，可酿酒、做糕，是重要粮食作物之一
71952,51719,,,1,形容词,幽深
71953,51720,,,1,名词,无所畏惧的胆量
71954,51721,,,1,,天崩塌，地陷落。形容发生重大灾难或严重事变
71955,51722,,,1,,比喻交代问题不痛快，像挤牙膏似的挤一点儿出一点儿
71956,51723,,,1,名词,又短又硬的胡子
71957,51724,,,1,形容词,匀称整齐
71958,51725,,,1,名词,由若干单身集合在一起组成的住户；特指“文化大革命”时期到农村插队落户的知识青年住在一起构成的小集体
71959,51726,,,1,动词,凭借；依靠（含贬义）
71960,51727,,,1,,喷吐云雾；多形容抽烟时喷出很多烟，像云雾迷漫
71961,51728,,,1,名词,豪门大族；有钱有势的家族
71962,51729,,,1,名词,佛门
71963,51730,,,1,,被围困的野兽还会拼命相斗。比喻身陷绝境仍然竭力挣扎（多含贬义）
71964,51731,,,1,,用宰牛的刀稍微试一下。比喻有很大本领的人先在小的事情上稍加施展，初显才干
71965,51732,,,1,,吃了亏不敢或不便声张
71966,51733,,,1,,装模作样
71967,51734,,,1,,主持正义，不看重钱财。形容为了正义肯拿出钱财帮助人
71968,51735,,,1,,比喻文学艺术创作不落俗套，有独创性（窠臼：旧式门下承受转轴的臼形小坑，比喻旧格式、老套子）
71969,51736,,,1,名词,窝藏罪犯、赃款、赃物、违禁品等的人
71970,51737,,,1,,像风一样流逝，像云一样飘散。比喻原来相聚在一起的人四散飘零
71971,51738,,,1,名词,蝴蝶的一种。翅白色，多有黑色斑点。幼虫以白菜、萝卜等蔬菜的叶子为食，是农业的害虫
71972,51739,,,1,,没有什么可用来维持生计。指生活没有着落
71973,51740,,,1,名词,【犁】耕田的农具，用人力、畜力或机器牵引
71974,51741,,,1,,通过邮政、银行电子计算机网络进行的汇兑
71975,51742,,,1,,另有一种新的境界。形容风景、意境等很新颖，不同一般
71976,51743,,,1,,《吕氏春秋·察今》记载：一个楚国人乘船过江时，剑掉进江里，他就在掉剑的船帮处刻上记号，船靠岸后，从刻记号处下水找剑，结果当然找不到。后用“刻舟求剑”比喻思想僵化，不懂得随客观情况的变化来处理事情
71977,51744,,,1,,水灾和火灾来势凶猛，破坏性大，毫不留情
71978,51745,,,1,,用功劳抵偿罪过
71979,51746,,,1,动词,有礼貌地表示不接受
71980,51747,,,1,,在乡间或小城镇流动演出的小型戏班子。人数不多，道具、布景都相当简陋
71981,51748,,,1,,比喻外柔内刚，柔中有刚
71982,51748,,,2,,比喻表面柔和而内心尖刻
71983,51749,,,1,拟声词,模拟滑动、撕裂、跑气等声音
71984,51750,,,1,名词,小球形的樟脑，可用来防腐、防虫蛀等
71985,51751,,,1,名词,指老年人的婚恋
71986,51752,,,1,名词,能使所装物较长时间保持原有温度的杯状容器
71987,51753,,,1,名词,指随刀滚动难以切开的肉；比喻胡搅蛮缠、软硬不吃、难以对付的人
71988,51754,,,1,名词,旨在离间敌人、使敌人内部不和的计谋
71989,51755,,,1,名词,地方戏曲剧种，流行于福建南部和台湾等地
71990,51756,,,1,名词,不愿让外人听见的话；只在夫妻之间说的话
71991,51757,,,1,动词,因过度劳累而突然死亡
71992,51758,,,1,名词,通过不平等条件，一国以租借名义在另一国暂时取得使用管理权的地区。所有权仍属于出租国，租借期满归还
71993,51759,,,1,,比喻违背国家政策，向较富裕的单位或个人摊派钱款或索取财物
71994,51759,,,2,,旧时遇到荒年，饥民合伙到富豪家吃饭或抢夺粮食
71995,51760,,,1,名词,某些交通工具上安装的显示里程的仪表
71996,51761,,,1,名词,对幼小男孩儿的昵称
71997,51762,,,1,名词,父亲的姑奶奶
71998,51762,,,2,名词,娘家对已出嫁的长辈女子的尊称
71999,51763,,,1,名词,排泄洪水的河道、渠道、涵洞等
72000,51764,,,1,动词,食物堵住食管，不能下咽
72001,51764,,,2,动词,哽咽
72002,51765,,,1,,指丈夫长期不归，妻子在家独居，形同守寡
72003,51766,,,1,名词,用弹簧制成的秤。利用弹簧受力时的形变测量物体质量或作用力的大小
72004,51767,,,1,名词,外出紧急抢救危重病人时携带的药箱，内装应急药品和器具
72005,51768,,,1,名词,【报纸】一种通常用来印刷书报的普通白纸
72006,51769,,,1,名词,佛教认为人体内污秽不洁，故用“臭皮囊”称人的躯体
72007,51770,,,1,名词,急性传染病，症状是高烧、头痛、肝脾肿大等。因第一次症状消失一周后又重新出现，并反复发作数次，故称
72008,51771,,,1,名词,抗日战争时期对汉奸、伪军的蔑称
72009,51772,,,1,名词,起源并流行于南亚次大陆西北地区的宗教。16世纪由那纳克创立（锡克：梵语Sikha音译）
72010,51773,,,1,名词,全是稀泥浆的洼地
72011,51774,,,1,名词,已经做好的饭；比喻别人已经准备好，不必自己再花力气即可获得的成果
72012,51775,,,1,名词,有机化合物，白色粉状或颗粒状晶体，味甜。代替蔗糖可预防龋齿，也可供糖尿病患者食用
72013,51776,,,1,名词,我国传统工艺丝织品，整匹缎子都织有花鸟、景物等图案，花纹精致，色泽鲜艳，质地厚密。多用来做被面、女装等
72014,51777,,,1,名词,截面为三角形的棱镜
72015,51778,,,1,名词,从事爆破工作的人
72016,51779,,,1,动词,一部分时间脱离原有的工作或生产劳动，从事其他活动
72017,51780,,,1,副词,表示情况突然出现，来不及防备
72018,51781,,,1,名词,主要用蔬菜做馅儿，用玉米面或其他杂粮做皮儿蒸制的球形食品。
72019,51782,,,1,名词,水边；近水的地方
72020,51783,,,1,名词,追求色欲的胆量
72021,51784,,,1,名词,用熔化的玻璃加颜料制成的手工艺品。质地光洁晶莹，色彩斑斓美观
72022,51785,,,1,动词,轻缓地飘动；浮动
72023,51786,,,1,形容词,干枯腐烂
72024,51787,,,1,名词,一种食品。把牛或羊的肚儿（胃）切成片或丝放在滚水里略煮捞出，蘸佐料吃。
72025,51788,,,1,动词,出殡
72026,51789,,,1,动词,夜间巡查
72027,51790,,,1,名词,仕途
72028,51791,,,1,名词,淋病的旧称
72029,51792,,,1,动词,酌情减少
72030,51793,,,1,名词,在蛋壳或蛋形物上绘画的工艺品
72031,51794,,,1,名词,我国传统计时法指晚上7—9点的时间
72032,51795,,,1,名词,彩票
72033,51796,,,1,名词,指表示退让、道歉、求情、讨好的话
72034,51797,,,1,名词,遮盖用的大块雨布
72035,51798,,,1,形容词,迟钝；缓慢
72036,51799,,,1,形容词,形容泪流不止；也形容细雨、露水等不停地下落
72037,51800,,,1,名词,射击训练用的活的目标；比喻批判、斗争的对象
72038,51801,,,1,形容词,瑰丽奇特
72039,51802,,,1,动词,指人的身体承受不了夏天的炎热而出现食欲不振、身体消瘦等症状
72040,51803,,,1,名词,旧指正妻所生的儿子；特指嫡长子
72041,51804,,,1,名词,为获取鸭蛋而饲养的鸭子
72042,51805,,,1,名词,混入毒药的食物，用来诱杀老鼠、害虫等
72043,51806,,,1,名词,烧木炭用以取暖的火盆
72044,51807,,,1,形容词,（局面、形势）动荡不安
72045,51808,,,1,动词,拨动；撩起
72046,51809,,,1,名词,从事锻工的工人
72047,51809,,,2,名词,锻造金属材料的工种
72048,51810,,,1,形容词,冷淡傲慢
72049,51811,,,1,动词,（用逆运算或其他算法）检验运算结果有无差错
72050,51812,,,1,名词,阳光中的紫外线经雪地表面的强烈反射对人眼睛造成的损伤。有眼红痛、畏光、流泪、视物不清等症状，严重者可导致失明
72051,51813,,,1,动词,指挥调度；提取调用
72052,51813,,,2,名词,负责调度的人
72053,51814,,,1,动词,欺骗吓唬
72054,51815,,,1,名词,田埂
72055,51816,,,1,名词,云气；雾气
72056,51817,,,1,名词,带糖馅儿的包子
72057,51818,,,1,名词,敌方的电台
72058,51819,,,1,名词,皇家饲养禽兽、种植林木的园子
72059,51820,,,1,名词,安有铁钉齿的耙子。用于打碎土块儿、平整土地等。（也说钉齿耙。）
72060,51821,,,1,动词,指部队或企事业单位编制中人员空缺
72061,51822,,,1,动词,言语或行动顶撞、冒犯对方
72062,51823,,,1,名词,徽剧的旧称。其声腔包括吹腔、高拨子、西皮、二黄等，清代传入北京，对京剧唱腔的形成有重大影响
72063,51824,,,1,名词,覆盖在胸部，起保护作用的用品
72064,51825,,,1,名词,祝颂的诗篇
72065,51826,,,1,形容词,呆滞；不灵便
72066,51827,,,1,名词,冬季将尽的时候
72067,51828,,,1,动词,督促并鼓励
72068,51829,,,1,动词,享福
72069,51830,,,1,,比喻相互间观点、态度完全一致，言行如出自一人（含贬义）
72070,51831,,,1,名词,耳郭边缘的卷曲部分，下面与耳垂相连
72071,51832,,,1,名词,稿件的来源
72072,51833,,,1,形容词,孤高耿直，愤世嫉俗
72073,51834,,,1,动词,出其不意地攻占
72074,51834,,,2,动词,沿用（旧的或已有的制度、经验、做法等）
72075,51835,,,1,动词,敬词，佩服
72076,51836,,,1,名词,烹调用的淀粉；也可制作粉皮、粉丝等
72077,51837,,,1,动词,承担
72078,51838,,,1,名词,柔软结实的程度
72079,51839,,,1,名词,磨牙的俗称
72080,51840,,,1,名词,动植物体上长的像胡须的东西
72081,51841,,,1,名词,用篾条编制的器具，用来淘米、洗菜等
72082,51842,,,1,名词,谷子的外壳
72083,51843,,,1,动词,长期接触而染上（不良行为或嗜好）
72084,51843,,,2,名词,坏习惯
72085,51844,,,1,名词,整夜
72086,51845,,,1,名词,浆果的汁液
72087,51846,,,1,名词,赌博时用的本钱；比喻进行冒险行动所依仗的力量
72088,51847,,,1,动词,赶去拯救国难
72089,51848,,,1,形容词,憋闷
72090,51849,,,1,名词,构成脚趾的小型长骨。人的拇趾有两节，其余各趾均有三节
72091,51850,,,1,名词,用糜子面或小米面煮成的糊状食品。吃时加麻酱、椒盐等
72092,51851,,,1,量词,土地面积非法定计量单位，1市亩等于1/15公顷，等于666⅔平方米，合60平方市丈
72093,51852,,,1,名词,两倍的工资
72094,51853,,,1,动词,死得没有价值；含冤而死
72095,51854,,,1,名词,银河
72096,51854,,,2,名词,云霄
72097,51855,,,1,形容词,形容人的块头或物体的体积大，脸色或颜色黑，十分粗笨
72098,51856,,,1,,趁对方没有防备的时候或向对方没有防备的地方发起攻击
72099,51857,,,1,动词,不要责怪
72100,51858,,,1,动词,水冻结成冰
72101,51859,,,1,名词,泥和污垢
72102,51860,,,1,动词,赶着驴、骡等供人雇用（乘坐或驮东西）
72103,51861,,,1,动词,被贬官职后住在某地
72104,51862,,,1,名词,发音沙哑的嗓子
72105,51862,,,2,动词,嗓子沙哑
72106,51863,,,1,名词,鹦鹉
72107,51864,,,1,动词,牵扯；纠缠
72108,51865,,,1,,鸡犬的叫声彼此都能听见。形容住得很近
72109,51866,,,1,名词,旧时民间朝山进香的聚会；也指因朝山进香组成的民间团体
72110,51867,,,1,,在力量组织的顺序方面属于第三轮出线的队伍；借指更长远的后备领导干部队伍
72111,51868,,,1,动词,客套话，用于请人帮忙或感谢人替自己做事
72112,51869,,,1,名词,旧时用天干地支中的八个字所表示的人出生的年、月、日、时（庚：年龄）；泛指人出生的时间
72113,51870,,,1,名词,帐子
72114,51871,,,1,名词,指城门外的大街及附近的地区
72115,51872,,,1,,性情豪放，不受拘束（羁：拘束，约束）
72116,51873,,,1,,对社会上各种行业的统称
72117,51874,,,1,名词,含有适量杀菌剂或防腐剂的肥皂
72118,51875,,,1,动词,冬季灌溉农田。可提高地温，减少冻害，以利秋播作物生长；也可使闲置地提高耕作质量，保证春耕不误农时
72119,51876,,,1,,丢弃头盔和铠甲。形容一败涂地、仓皇逃跑的狼狈相
72120,51877,,,1,,秋收后结算一年的收入、支出；比喻事后评判是非、追究责任或进行报复
72121,51878,,,1,名词,用红纸书写的光荣榜
72122,51879,,,1,,《左传·定公四年》：“会同难，啧有烦言，莫之治也。”意思是议论纷纷，大家都抱怨责备
72123,51880,,,1,名词,某些低等动物体内呈针状或其他形状的钙质或硅质小骨。具有支撑和保护身体的作用。如原生动物放射虫、海参等都有不同类型的骨针
72124,51881,,,1,动词,看穿；看透
72125,51882,,,1,名词,【坎】田间高出地面的土埂
72126,51883,,,1,形容词,形容大声喝令、盛气凌人
